company_id,group_id,country,currency,erp,created_at
COMP_0190,GROUP_0182,,EUR,netsuite,2025-12-09 16:37:28
COMP_0430,GROUP_0182,,EUR,netsuite,2025-12-09 16:37:54
COMP_0446,GROUP_0182,,EUR,,2025-12-09 16:36:04
COMP_1087,GROUP_0182,,EUR,netsuite,2025-12-09 16:38:48
COMP_1110,GROUP_0182,,EUR,netsuite,2025-12-09 16:36:45
COMP_0597,GROUP_0029,ES,EUR,ekon,2025-10-28 16:40:52
COMP_0825,GROUP_0043,ESPAÑA,EUR,,2023-01-25 20:30:35
COMP_0041,GROUP_0149,,EUR,m3Rosetta,2026-02-16 09:42:04
COMP_0093,GROUP_0149,,GBP,m3Rosetta,2026-02-16 10:35:01
COMP_0166,GROUP_0149,,GBP,m3Rosetta,2026-02-16 10:36:39
COMP_0238,GROUP_0149,,EUR,m3Rosetta,2026-02-16 09:42:45
COMP_0332,GROUP_0149,,EUR,m3Rosetta,2026-02-16 20:05:42
COMP_0469,GROUP_0149,,CLP,m3Rosetta,2025-01-27 17:54:58
COMP_0731,GROUP_0149,,EUR,m3Rosetta,2026-02-16 09:43:33
COMP_0784,GROUP_0149,,GBP,m3Rosetta,2026-02-16 10:35:48
COMP_0800,GROUP_0149,,GBP,m3Rosetta,2026-02-16 10:34:38
COMP_0976,GROUP_0149,,GBP,m3Rosetta,2026-02-16 10:34:08
COMP_1126,GROUP_0149,,EUR,m3Rosetta,2026-02-16 09:43:07
COMP_1284,GROUP_0149,,EUR,m3Rosetta,2026-02-16 20:05:29
COMP_1285,GROUP_0149,,GBP,m3Rosetta,2026-02-16 10:36:03
COMP_0269,GROUP_0156,,EUR,,2023-07-04 11:50:07
COMP_0899,GROUP_0093,,EUR,businessCentral,2025-06-06 08:29:32
COMP_0519,GROUP_0233,,EUR,,2023-12-27 07:28:55
COMP_0769,GROUP_0114,PT,EUR,,2026-07-13 06:15:38
COMP_0850,GROUP_0114,ES,EUR,,2026-07-13 06:15:55
COMP_0896,GROUP_0114,ES,EUR,,2026-07-13 06:15:20
COMP_1132,GROUP_0114,ES,EUR,,2026-07-13 06:16:15
COMP_0174,GROUP_0017,ESPAÑA,EUR,,2024-06-17 07:24:14
COMP_0179,GROUP_0017,ESPAÑA,EUR,,2024-06-17 07:33:08
COMP_0272,GROUP_0017,ES,EUR,,2026-04-07 10:13:52
COMP_0449,GROUP_0017,ESPAÑA,EUR,,2024-06-17 07:36:02
COMP_0530,GROUP_0017,ESPAÑA,EUR,,2024-06-17 07:20:59
COMP_0532,GROUP_0017,ESPAÑA,EUR,,2024-07-05 05:35:10
COMP_0616,GROUP_0017,ESPAÑA,EUR,,2024-06-17 07:26:43
COMP_0696,GROUP_0017,ESPAÑA,EUR,,2024-06-17 07:22:49
COMP_0786,GROUP_0017,ESPAÑA,EUR,,2024-06-17 07:31:13
COMP_0901,GROUP_0017,ES,EUR,,2026-04-07 09:43:39
COMP_1094,GROUP_0017,ESPAÑA,EUR,,2024-06-17 07:29:48
COMP_0026,GROUP_0236,,EUR,,2026-03-02 13:56:10
COMP_0144,GROUP_0236,,EUR,,2026-03-02 13:54:25
COMP_0277,GROUP_0236,,EUR,,2026-03-02 13:50:15
COMP_0439,GROUP_0236,,EUR,,2026-03-02 13:55:53
COMP_0470,GROUP_0236,,EUR,,2026-03-02 13:53:13
COMP_0644,GROUP_0236,,EUR,,2026-03-02 13:50:59
COMP_0684,GROUP_0236,,EUR,,2026-03-02 13:52:10
COMP_0702,GROUP_0236,,EUR,,2026-03-02 13:53:34
COMP_0724,GROUP_0236,,EUR,,2026-03-02 13:49:11
COMP_0752,GROUP_0236,,EUR,,2026-03-02 13:50:44
COMP_0872,GROUP_0236,,EUR,,2026-03-02 13:50:29
COMP_0988,GROUP_0236,,EUR,,2026-03-02 13:47:48
COMP_1021,GROUP_0236,,EUR,,2026-03-02 13:56:28
COMP_1092,GROUP_0236,,EUR,,2026-03-02 13:48:53
COMP_1101,GROUP_0236,,EUR,,2026-03-02 13:51:21
COMP_1103,GROUP_0236,,GBP,,2026-03-02 13:56:44
COMP_1114,GROUP_0236,,EUR,,2026-03-02 13:49:30
COMP_0281,GROUP_0127,,EUR,,2025-09-18 08:37:00
COMP_0304,GROUP_0127,,EUR,,2025-09-18 08:37:15
COMP_0358,GROUP_0127,,EUR,,2025-09-18 08:36:41
COMP_0635,GROUP_0127,,EUR,,2025-09-18 08:33:15
COMP_0768,GROUP_0127,,EUR,,2025-09-18 08:35:28
COMP_0877,GROUP_0127,,EUR,,2025-09-18 08:36:05
COMP_0991,GROUP_0127,,EUR,,2025-09-24 16:15:34
COMP_1216,GROUP_0127,,EUR,,2025-09-18 08:35:47
COMP_0164,GROUP_0154,,EUR,businessCentral,2023-07-04 07:36:24
COMP_0624,GROUP_0154,,EUR,,2023-07-04 07:38:06
COMP_0678,GROUP_0154,,EUR,businessCentral,2023-07-04 07:37:46
COMP_0962,GROUP_0154,,EUR,,2023-07-04 07:38:18
COMP_0092,GROUP_0159,,EUR,,2024-09-25 07:07:53
COMP_0321,GROUP_0159,,EUR,,2024-10-08 11:08:17
COMP_0334,GROUP_0159,,EUR,,2024-09-25 07:05:51
COMP_0582,GROUP_0159,,EUR,,2022-09-07 14:19:43
COMP_0625,GROUP_0159,,EUR,,2022-09-07 14:20:23
COMP_0824,GROUP_0159,,EUR,,2022-10-13 13:25:56
COMP_0963,GROUP_0159,,EUR,,2022-09-07 14:21:06
COMP_1007,GROUP_0159,,EUR,,2022-07-18 15:20:05
COMP_1054,GROUP_0159,,EUR,,2022-09-07 14:20:09
COMP_1137,GROUP_0159,,EUR,,2024-09-25 07:08:19
COMP_1178,GROUP_0159,ES,EUR,,2024-09-25 07:07:35
COMP_1189,GROUP_0159,,EUR,,2022-07-18 15:20:28
COMP_1280,GROUP_0159,,EUR,,2022-07-15 07:12:03
COMP_0126,GROUP_0220,,EUR,navision,2024-03-21 16:23:10
COMP_0141,GROUP_0220,,EUR,navision,2025-09-24 15:11:13
COMP_0178,GROUP_0220,,EUR,navision,2024-03-21 16:23:59
COMP_0354,GROUP_0220,,EUR,navision,2024-03-21 16:24:37
COMP_0909,GROUP_0220,,EUR,navision,2024-03-21 16:21:34
COMP_1008,GROUP_0220,,EUR,navision,2025-02-10 16:21:55
COMP_0274,GROUP_0097,,EUR,,2025-02-14 10:13:55
COMP_0346,GROUP_0097,,EUR,businessCentral,2025-02-14 09:45:04
COMP_0387,GROUP_0097,,EUR,businessCentral,2025-02-14 09:38:47
COMP_0424,GROUP_0097,,EUR,businessCentral,2025-02-14 09:38:09
COMP_0425,GROUP_0097,,EUR,,2025-02-14 10:14:13
COMP_0560,GROUP_0097,,EUR,,2025-02-14 10:13:11
COMP_0857,GROUP_0097,,EUR,businessCentral,2025-02-14 09:44:34
COMP_0351,GROUP_0223,,EUR,,2026-06-22 20:31:37
COMP_0001,GROUP_0147,,EUR,sage200,2026-03-11 12:20:06
COMP_0793,GROUP_0147,,EUR,sage200,2026-03-10 15:49:30
COMP_0878,GROUP_0147,,EUR,sage200,2026-03-11 12:20:57
COMP_0914,GROUP_0244,,EUR,businessCentral,2025-04-04 09:19:16
COMP_1227,GROUP_0244,,EUR,businessCentral,2025-04-04 09:19:47
COMP_0255,GROUP_0025,,EUR,dynamicsAx,2026-03-09 10:44:39
COMP_1049,GROUP_0025,,EUR,dynamicsAx,2026-03-09 12:48:58
COMP_0078,GROUP_0246,,EUR,businessCentral,2026-04-14 19:20:57
COMP_0320,GROUP_0246,,EUR,businessCentral,2026-04-14 19:24:23
COMP_0369,GROUP_0246,,EUR,businessCentral,2026-04-14 19:20:29
COMP_0465,GROUP_0246,,EUR,businessCentral,2026-04-14 19:20:03
COMP_0550,GROUP_0246,,EUR,businessCentral,2026-04-14 19:22:15
COMP_0849,GROUP_0246,,EUR,businessCentral,2026-04-14 19:22:49
COMP_0930,GROUP_0246,,EUR,businessCentral,2026-04-14 19:24:58
COMP_0036,GROUP_0103,,EUR,,2025-03-13 11:06:51
COMP_0128,GROUP_0103,,EUR,,2025-03-13 11:06:29
COMP_0133,GROUP_0103,,EUR,,2025-03-13 11:05:50
COMP_0452,GROUP_0103,,EUR,,2025-03-13 11:04:21
COMP_0602,GROUP_0103,,EUR,,2025-03-13 11:04:47
COMP_0700,GROUP_0103,,EUR,,2025-03-13 11:02:29
COMP_0755,GROUP_0103,,EUR,,2025-03-13 10:54:55
COMP_0774,GROUP_0103,,EUR,,2025-03-13 11:07:03
COMP_0867,GROUP_0103,,EUR,,2025-03-13 11:03:29
COMP_0952,GROUP_0103,,EUR,,2025-03-13 11:02:59
COMP_1091,GROUP_0103,,EUR,,2025-03-13 11:03:43
COMP_1098,GROUP_0103,,EUR,,2025-03-13 11:04:07
COMP_1107,GROUP_0103,,EUR,,2025-03-13 11:07:29
COMP_1180,GROUP_0103,,EUR,,2025-03-13 11:06:39
COMP_1211,GROUP_0103,,EUR,,2025-03-13 11:06:16
COMP_1276,GROUP_0103,,EUR,,2025-03-13 11:04:35
COMP_0122,GROUP_0086,,EUR,,2024-10-18 10:51:36
COMP_0261,GROUP_0086,,EUR,,2024-10-18 10:51:09
COMP_0463,GROUP_0086,,USD,,2024-10-18 10:53:21
COMP_1133,GROUP_0086,,EUR,,2024-10-18 10:52:02
COMP_1166,GROUP_0086,,USD,,2024-10-18 10:52:37
COMP_0318,GROUP_0226,,EUR,businessCentral,2025-10-07 09:37:36
COMP_0861,GROUP_0226,,EUR,businessCentral,2025-10-07 09:37:08
COMP_0993,GROUP_0226,,EUR,businessCentral,2025-10-07 09:36:54
COMP_1024,GROUP_0226,,EUR,businessCentral,2025-10-07 09:37:22
COMP_0715,GROUP_0177,IT,EUR,,2025-08-25 09:08:02
COMP_0806,GROUP_0177,ES,EUR,,2025-07-02 13:37:26
COMP_0245,GROUP_0096,ES,EUR,netsuite,2025-07-31 10:10:11
COMP_0331,GROUP_0096,,EUR,netsuite,2023-07-03 09:44:32
COMP_0396,GROUP_0096,,EUR,netsuite,2023-07-03 10:44:42
COMP_0834,GROUP_0096,,EUR,netsuite,2023-07-03 09:43:58
COMP_0868,GROUP_0096,,EUR,netsuite,2023-07-03 09:44:17
COMP_0922,GROUP_0096,ES,EUR,netsuite,2025-06-02 16:04:06
COMP_1253,GROUP_0096,ES,EUR,netsuite,2025-07-31 10:09:42
COMP_0100,GROUP_0129,,EUR,businessCentral,2025-04-21 12:32:25
COMP_0457,GROUP_0129,,EUR,businessCentral,2025-04-21 12:32:37
COMP_0609,GROUP_0129,,EUR,businessCentral,2025-04-21 12:33:41
COMP_0733,GROUP_0129,,EUR,businessCentral,2025-04-21 12:34:18
COMP_0904,GROUP_0129,,EUR,businessCentral,2025-04-21 12:30:29
COMP_0968,GROUP_0129,,EUR,businessCentral,2025-04-21 12:34:39
COMP_0034,GROUP_0172,,EUR,,2025-05-22 14:21:20
COMP_0082,GROUP_0172,,EUR,,2025-05-22 14:22:20
COMP_0088,GROUP_0172,,EUR,,2025-05-22 14:20:41
COMP_0356,GROUP_0172,,EUR,,2025-05-22 14:21:03
COMP_0467,GROUP_0172,,EUR,,2025-05-22 14:19:59
COMP_0526,GROUP_0172,,EUR,,2025-05-22 14:20:19
COMP_0537,GROUP_0172,ES,EUR,,2025-09-18 10:33:07
COMP_0577,GROUP_0172,,EUR,,2025-05-22 14:24:17
COMP_0632,GROUP_0172,,EUR,,2025-05-22 14:26:10
COMP_0655,GROUP_0172,,EUR,,2025-05-22 14:24:35
COMP_0679,GROUP_0172,,EUR,,2025-05-22 14:23:09
COMP_0714,GROUP_0172,,EUR,,2025-05-22 14:25:33
COMP_0747,GROUP_0172,,EUR,,2025-05-22 14:22:03
COMP_0750,GROUP_0172,,EUR,,2025-05-22 14:26:26
COMP_0894,GROUP_0172,,EUR,,2025-05-22 14:21:41
COMP_0910,GROUP_0172,,EUR,,2025-05-22 14:23:51
COMP_0911,GROUP_0172,,EUR,,2025-05-22 14:25:51
COMP_0937,GROUP_0172,,EUR,,2025-05-22 14:23:31
COMP_1005,GROUP_0172,,EUR,,2025-05-22 14:27:18
COMP_1084,GROUP_0172,,EUR,,2025-05-22 14:24:54
COMP_1271,GROUP_0172,ES,EUR,,2025-05-05 09:22:10
COMP_0298,GROUP_0063,,EUR,,2025-04-03 14:55:52
COMP_0483,GROUP_0063,,EUR,,2025-04-03 14:54:54
COMP_0561,GROUP_0063,,EUR,,2025-04-03 14:54:18
COMP_0623,GROUP_0063,,EUR,,2024-04-10 13:55:13
COMP_1125,GROUP_0063,,EUR,,2025-04-03 14:55:24
COMP_0089,GROUP_0153,,EUR,sage200,2023-08-02 08:07:06
COMP_0123,GROUP_0153,,EUR,sage200,2023-08-02 08:07:53
COMP_0207,GROUP_0153,,EUR,sage200,2023-08-02 08:06:59
COMP_0498,GROUP_0153,,EUR,sage200,2026-02-11 15:00:39
COMP_0649,GROUP_0153,,EUR,sage200,2023-08-02 08:07:25
COMP_0829,GROUP_0153,,EUR,sage200,2023-08-02 08:07:59
COMP_0074,GROUP_0088,,EUR,sageX3,2025-02-20 13:31:50
COMP_0330,GROUP_0088,,EUR,sageX3,2025-02-20 13:30:56
COMP_0338,GROUP_0088,,EUR,sageX3,2025-02-20 13:08:14
COMP_0844,GROUP_0088,,EUR,sageX3,2025-02-20 13:32:18
COMP_0915,GROUP_0088,,EUR,sageX3,2025-02-20 13:29:44
COMP_0020,GROUP_0007,,EUR,,2026-04-27 14:27:49
COMP_0145,GROUP_0007,,GBP,,2026-04-27 14:37:18
COMP_0669,GROUP_0007,ES,EUR,,2026-04-27 14:36:42
COMP_1041,GROUP_0007,,EUR,,2026-04-27 14:40:18
COMP_1080,GROUP_0007,,EUR,,2026-04-27 14:41:13
COMP_0288,GROUP_0075,,EUR,,2023-02-20 12:31:41
COMP_0046,GROUP_0062,,EUR,a3,2025-10-15 11:56:29
COMP_1268,GROUP_0027,,EUR,,2026-02-02 14:38:51
COMP_0050,GROUP_0230,,USD,r3,2025-10-31 12:21:37
COMP_0070,GROUP_0230,,EUR,r3,2025-10-31 12:20:53
COMP_0421,GROUP_0230,,EUR,r3,2025-10-31 12:20:12
COMP_0723,GROUP_0230,,EUR,r3,2025-10-31 12:19:38
COMP_0865,GROUP_0230,,EUR,r3,2025-10-31 12:16:05
COMP_0919,GROUP_0230,,EUR,r3,2025-10-28 17:47:54
COMP_1194,GROUP_0230,,EUR,r3,2025-10-31 12:21:19
COMP_1065,GROUP_0215,,EUR,,2026-01-07 10:29:28
COMP_0393,GROUP_0054,,EUR,,2025-10-07 12:35:48
COMP_0662,GROUP_0054,,EUR,netsuite,2025-12-03 11:13:53
COMP_0767,GROUP_0054,,EUR,,2025-12-03 11:14:23
COMP_1235,GROUP_0054,,EUR,,2025-12-03 11:13:24
COMP_0155,GROUP_0143,,EUR,businessCentral,2024-04-11 08:48:58
COMP_0175,GROUP_0143,,EUR,,2026-02-09 10:14:17
COMP_0375,GROUP_0143,,EUR,businessCentral,2024-02-22 09:46:51
COMP_0443,GROUP_0143,,EUR,,2026-02-09 10:13:34
COMP_0583,GROUP_0143,,EUR,,2024-02-23 09:05:04
COMP_0663,GROUP_0143,,EUR,,2026-02-09 10:13:59
COMP_0946,GROUP_0143,,EUR,,2025-09-11 11:31:09
COMP_1001,GROUP_0143,,EUR,businessCentral,2024-02-22 09:45:30
COMP_1131,GROUP_0143,,EUR,,2026-02-09 10:07:00
COMP_1224,GROUP_0143,,EUR,businessCentral,2024-04-11 08:48:47
COMP_0350,GROUP_0189,,EUR,sageX3,2024-07-24 13:23:53
COMP_0836,GROUP_0189,,GBP,sageX3,2023-05-08 08:52:57
COMP_0876,GROUP_0189,,EUR,sageX3,2023-12-19 10:10:39
COMP_0948,GROUP_0189,,EUR,sageX3,2023-05-08 08:53:27
COMP_1177,GROUP_0120,,EUR,r3,2023-10-25 13:38:35
COMP_0209,GROUP_0221,,EUR,businessCentral,2026-02-10 08:56:35
COMP_0728,GROUP_0183,,USD,businessOne,2026-01-23 14:11:55
COMP_0799,GROUP_0183,GB,GBP,businessOne,2026-01-20 09:45:48
COMP_0921,GROUP_0183,,EUR,businessOne,2026-01-23 14:12:07
COMP_0695,GROUP_0084,IT,EUR,netsuite,2024-06-17 13:23:08
COMP_0931,GROUP_0084,PT,EUR,netsuite,2024-06-17 13:22:45
COMP_1206,GROUP_0084,NL,EUR,netsuite,2025-02-21 12:17:06
COMP_1218,GROUP_0084,DE,EUR,netsuite,2025-10-29 12:16:56
COMP_0380,GROUP_0059,,EUR,businessCentral,2025-03-03 17:42:28
COMP_1009,GROUP_0059,,EUR,businessCentral,2025-03-03 17:43:07
COMP_0343,GROUP_0167,,EUR,sageX3,2025-09-02 07:35:35
COMP_0280,GROUP_0107,,GBP,sageX3,2026-07-14 11:15:16
COMP_1104,GROUP_0107,,USD,sageX3,2026-07-14 11:16:09
COMP_0059,GROUP_0101,,EUR,,2024-11-04 14:56:20
COMP_0073,GROUP_0101,,EUR,,2024-11-04 14:33:11
COMP_0117,GROUP_0101,,EUR,,2024-11-04 14:54:13
COMP_0151,GROUP_0101,,EUR,,2023-06-30 09:34:47
COMP_0201,GROUP_0101,,EUR,,2024-11-04 15:01:19
COMP_0229,GROUP_0101,,EUR,,2024-11-04 15:04:27
COMP_0234,GROUP_0101,,EUR,,2024-11-04 14:28:47
COMP_0314,GROUP_0101,,EUR,,2024-11-04 15:15:32
COMP_0325,GROUP_0101,,EUR,,2024-11-04 15:02:54
COMP_0349,GROUP_0101,,EUR,,2024-11-04 14:59:00
COMP_0518,GROUP_0101,,EUR,,2024-11-04 14:58:17
COMP_0571,GROUP_0101,,EUR,,2024-11-04 15:03:49
COMP_0670,GROUP_0101,,EUR,,2024-11-04 14:59:55
COMP_0807,GROUP_0101,,EUR,,2024-11-04 15:00:41
COMP_0856,GROUP_0101,,EUR,,2024-11-04 14:52:01
COMP_0882,GROUP_0101,,EUR,,2024-11-04 15:05:14
COMP_0961,GROUP_0101,,EUR,,2024-11-04 15:09:24
COMP_1163,GROUP_0101,,EUR,,2024-11-04 14:34:03
COMP_0869,GROUP_0228,,EUR,,2025-08-07 10:11:21
COMP_0502,GROUP_0098,,EUR,,2026-02-04 15:38:28
COMP_0083,GROUP_0133,,EUR,businessCentral,2026-03-19 09:17:48
COMP_0757,GROUP_0133,,EUR,businessCentral,2026-03-19 09:16:05
COMP_0730,GROUP_0041,DE,EUR,,2026-06-17 16:03:10
COMP_0734,GROUP_0041,US,USD,,2026-06-17 16:03:45
COMP_0585,GROUP_0004,España,EUR,netsuite,2023-11-16 11:11:22
COMP_1188,GROUP_0004,España,EUR,netsuite,2023-11-16 11:11:27
COMP_0681,GROUP_0176,ES,EUR,,2022-10-15 16:28:17
COMP_0021,GROUP_0023,,EUR,sage200,2026-03-26 16:18:11
COMP_0257,GROUP_0023,,EUR,sage200,2025-03-17 16:11:21
COMP_0433,GROUP_0023,,EUR,sage200,2025-03-17 16:10:35
COMP_0453,GROUP_0023,,EUR,sage200,2025-03-17 16:14:14
COMP_0507,GROUP_0023,,EUR,sage200,2025-03-17 16:13:38
COMP_0542,GROUP_0023,,EUR,sage200,2025-03-17 16:12:09
COMP_0547,GROUP_0023,,EUR,sage200,2025-03-17 16:11:10
COMP_0557,GROUP_0023,,EUR,,2025-07-04 07:13:45
COMP_0607,GROUP_0023,,EUR,sage200,2025-03-17 16:12:24
COMP_0675,GROUP_0023,,EUR,sage200,2025-03-17 16:14:28
COMP_0713,GROUP_0023,,EUR,sage200,2025-03-17 15:51:37
COMP_0772,GROUP_0023,,EUR,sage200,2025-03-17 16:12:34
COMP_0801,GROUP_0023,,EUR,sage200,2025-03-17 16:10:57
COMP_0873,GROUP_0023,,EUR,sage200,2025-03-17 16:11:58
COMP_1032,GROUP_0023,,EUR,sage200,2025-03-17 16:13:48
COMP_1118,GROUP_0023,,EUR,sage200,2026-03-26 16:18:46
COMP_1154,GROUP_0023,,EUR,,2025-07-04 07:13:23
COMP_1147,GROUP_0181,,EUR,,2024-09-13 21:03:01
COMP_0760,GROUP_0249,,EUR,,2022-10-10 16:46:03
COMP_0010,GROUP_0013,,EUR,sageX3,2024-05-23 10:03:43
COMP_0029,GROUP_0013,,EUR,sageX3,2024-05-23 10:02:55
COMP_0226,GROUP_0013,,EUR,sageX3,2024-05-23 10:04:15
COMP_0504,GROUP_0013,,EUR,sageX3,2024-05-23 10:03:57
COMP_0618,GROUP_0013,,EUR,sageX3,2024-05-23 10:03:04
COMP_0628,GROUP_0013,,EUR,sageX3,2024-11-20 15:10:35
COMP_0666,GROUP_0013,,EUR,sageX3,2024-05-23 10:04:19
COMP_0741,GROUP_0013,,EUR,sageX3,2024-05-23 10:03:27
COMP_0959,GROUP_0013,,EUR,sageX3,2024-05-23 10:03:08
COMP_0973,GROUP_0013,,EUR,sageX3,2024-05-23 10:03:15
COMP_1078,GROUP_0013,,EUR,sageX3,2024-05-23 10:03:23
COMP_1244,GROUP_0013,,EUR,sageX3,2025-11-18 17:36:32
COMP_0146,GROUP_0020,,EUR,,2025-06-23 07:45:48
COMP_0374,GROUP_0020,,EUR,,2025-09-22 14:46:45
COMP_0386,GROUP_0020,,EUR,,2025-06-23 07:47:17
COMP_0520,GROUP_0020,,EUR,,2025-06-23 07:46:06
COMP_0717,GROUP_0020,,EUR,,2025-06-23 07:48:16
COMP_1270,GROUP_0020,,EUR,,2025-06-23 07:46:20
COMP_0329,GROUP_0161,,EUR,,2022-03-13 10:02:54
COMP_0886,GROUP_0161,España ,EUR,,2022-02-22 10:48:02
COMP_0890,GROUP_0245,,EUR,r3,2024-04-08 09:38:38
COMP_0016,GROUP_0070,ES,EUR,businessCentral,2023-06-06 14:53:57
COMP_0113,GROUP_0070,ES,EUR,businessCentral,2023-03-21 09:08:12
COMP_0131,GROUP_0070,ES,EUR,businessCentral,2025-09-08 06:49:05
COMP_0215,GROUP_0070,ES,EUR,businessCentral,2023-03-21 09:07:29
COMP_0376,GROUP_0070,ES,EUR,businessCentral,2025-06-30 12:47:56
COMP_0418,GROUP_0070,ES,EUR,businessCentral,2023-06-06 14:51:27
COMP_0461,GROUP_0070,ES,EUR,businessCentral,2023-03-21 09:06:58
COMP_0508,GROUP_0070,ES,EUR,businessCentral,2023-03-21 09:08:44
COMP_0601,GROUP_0070,ES,EUR,businessCentral,2023-03-21 09:08:35
COMP_0626,GROUP_0070,ES,EUR,,2023-03-21 09:07:44
COMP_0792,GROUP_0070,,EUR,,2023-03-21 09:06:43
COMP_0817,GROUP_0070,ES,EUR,businessCentral,2023-03-21 09:08:23
COMP_0821,GROUP_0070,ES,EUR,businessCentral,2023-03-21 09:07:37
COMP_0837,GROUP_0070,ES,EUR,,2023-03-21 09:07:10
COMP_0953,GROUP_0070,,EUR,businessCentral,2025-09-08 06:25:25
COMP_1090,GROUP_0070,ES,EUR,,2023-03-21 09:07:19
COMP_1100,GROUP_0070,ES,EUR,businessCentral,2025-06-30 12:36:11
COMP_1252,GROUP_0070,ES,EUR,businessCentral,2023-06-06 14:58:28
COMP_1042,GROUP_0012,,EUR,,2023-10-13 12:42:51
COMP_0204,GROUP_0052,,EUR,netsuite,2025-11-24 15:17:59
COMP_0485,GROUP_0052,,EUR,netsuite,2025-11-24 15:17:13
COMP_0476,GROUP_0111,,EUR,businessOne,2023-12-22 07:54:03
COMP_1061,GROUP_0111,,EUR,businessOne,2023-12-22 07:53:51
COMP_0111,GROUP_0243,,EUR,,2026-04-22 08:01:45
COMP_0211,GROUP_0243,,EUR,,2026-04-22 08:03:09
COMP_0236,GROUP_0243,,EUR,,2026-04-16 09:36:46
COMP_0302,GROUP_0243,,PLN,,2026-04-22 08:03:27
COMP_0749,GROUP_0243,,EUR,,2026-04-22 08:00:34
COMP_0581,GROUP_0191,,EUR,,2022-11-11 09:01:19
COMP_0936,GROUP_0046,,EUR,businessCentral,2025-04-24 08:43:39
COMP_0574,GROUP_0197,,EUR,businessCentral,2023-10-24 14:23:25
COMP_1139,GROUP_0197,,EUR,businessCentral,2023-10-24 14:23:49
COMP_0711,GROUP_0219,,EUR,netsuite,2023-06-02 10:16:40
COMP_0072,GROUP_0003,,GBP,businessOne,2026-03-17 14:36:02
COMP_0154,GROUP_0003,,GBP,businessOne,2026-03-17 14:32:36
COMP_0208,GROUP_0003,,GBP,businessOne,2026-03-17 14:36:39
COMP_0426,GROUP_0003,,EUR,businessOne,2026-03-17 14:38:04
COMP_0339,GROUP_0188,GB,GBP,netsuite,2024-09-17 10:27:30
COMP_0559,GROUP_0188,NL,GBP,netsuite,2024-09-02 15:35:58
COMP_0366,GROUP_0119,,EUR,sageIntacct,2026-03-02 08:26:34
COMP_0566,GROUP_0119,,GBP,sageIntacct,2026-03-05 16:13:41
COMP_1023,GROUP_0119,,NOK,,2026-03-05 16:15:55
COMP_1108,GROUP_0119,,DKK,sageIntacct,2026-03-05 16:15:05
COMP_1190,GROUP_0119,,USD,sageIntacct,2026-03-05 16:13:23
COMP_0147,GROUP_0227,,EUR,,2024-10-13 14:37:52
COMP_0832,GROUP_0014,ES,EUR,holded,2023-02-20 12:09:18
COMP_0240,GROUP_0009,,CAD,,2025-12-10 13:43:25
COMP_0301,GROUP_0009,,EUR,,2025-12-05 08:12:09
COMP_0377,GROUP_0009,,EUR,,2025-12-05 08:08:18
COMP_0409,GROUP_0009,,BAM,,2025-12-05 08:10:58
COMP_0690,GROUP_0009,,USD,,2025-12-05 08:13:51
COMP_0727,GROUP_0009,,EUR,,2025-12-05 08:11:34
COMP_1141,GROUP_0009,,USD,,2025-12-05 08:14:25
COMP_1181,GROUP_0009,,EUR,,2025-12-05 08:09:18
COMP_1229,GROUP_0009,,GBP,,2025-12-05 08:12:57
COMP_0134,GROUP_0169,FR,EUR,,2025-09-10 10:56:32
COMP_0541,GROUP_0169,DE,EUR,,2025-09-10 08:48:47
COMP_0758,GROUP_0169,NL,EUR,,2025-09-10 10:58:03
COMP_1111,GROUP_0169,,EUR,,2026-01-14 13:35:30
COMP_1116,GROUP_0169,,EUR,,2026-01-14 13:34:33
COMP_1220,GROUP_0169,AT,EUR,,2025-09-10 10:55:20
COMP_1221,GROUP_0169,DE,EUR,,2025-09-10 10:52:32
COMP_0097,GROUP_0170,,USD,,2025-06-10 11:03:23
COMP_0103,GROUP_0170,,EUR,,2025-06-10 11:02:20
COMP_0109,GROUP_0170,,EUR,,2025-06-10 11:02:50
COMP_0213,GROUP_0170,,NZD,,2025-06-10 11:11:54
COMP_0243,GROUP_0170,,EUR,,2025-06-10 10:52:17
COMP_0251,GROUP_0170,,PEN,,2025-06-10 11:07:46
COMP_0256,GROUP_0170,,USD,,2025-06-10 10:59:38
COMP_0317,GROUP_0170,,EUR,,2025-07-24 09:09:58
COMP_0429,GROUP_0170,,EUR,,2025-06-10 11:01:37
COMP_0479,GROUP_0170,,AUD,,2025-06-10 11:11:08
COMP_0487,GROUP_0170,,COP,,2025-06-10 11:03:58
COMP_0753,GROUP_0170,,EUR,,2025-06-10 11:00:45
COMP_0781,GROUP_0170,,USD,,2025-06-10 11:06:46
COMP_0972,GROUP_0170,,EUR,,2025-06-10 11:08:30
COMP_1112,GROUP_0170,,EUR,,2025-06-10 11:10:13
COMP_1283,GROUP_0170,,MXN,,2025-06-10 11:05:58
COMP_0014,GROUP_0173,,CAD,businessCentral,2026-01-21 17:01:11
COMP_0104,GROUP_0173,,NZD,businessCentral,2026-01-21 17:04:35
COMP_0943,GROUP_0173,,EUR,businessCentral,2026-01-21 17:03:37
COMP_1236,GROUP_0157,,EUR,,2023-07-18 16:13:14
COMP_0355,GROUP_0049,,EUR,,2026-03-09 08:20:54
COMP_1228,GROUP_0049,,EUR,,2026-03-09 08:19:54
