product_id,company_id,label,type,bank_name,service,currency,created_at,granted,outstanding,liquidity
PRODUCT_01596,COMP_0909,GUARANTEE_02,guarantee,Banco Santander,santander_emp,GBP,2025-02-13 15:15:15,-0.01,-1401788.39,
PRODUCT_01602,COMP_1150,LOAN_02,loan,Banco Santander Empresas,santander_emp,EUR,2025-02-10 11:18:24,-280591.43,0,
PRODUCT_01604,COMP_0519,LINEOFCREDIT_01,lineofcredit,Bankinter,bankinter_emp,EUR,2024-01-08 15:25:14,-50000,-45000,5000
PRODUCT_01607,COMP_1107,LOAN_01,loan,Banco Santander Empresas,santander_emp,EUR,2025-03-17 16:57:43,-125000,-61940.6,
PRODUCT_01612,COMP_0993,CONFIRMING_01,confirming,Caixabank Empresas,caixa_emp,EUR,2025-10-15 13:07:18,,-8803.93,
PRODUCT_01614,COMP_1053,CONFIRMING_01,confirming,Laboral Kutxa Empresas,cajalaboral_emp,EUR,2026-07-07 11:56:45,,0,
PRODUCT_01615,COMP_0956,LOAN_01,loan,Bankinter Empresas,bankinter_emp,EUR,2026-04-29 14:46:47,-200000,-129630.83,
PRODUCT_01617,COMP_0950,LEASING_02,leasing,Other (customer-defined),custom,EUR,2024-02-05 09:36:29,-10519.58,0,223.52
PRODUCT_01618,COMP_0332,MORTGAGE_07,mortgage,Caixabank Empresas,caixa_emp,EUR,2026-02-19 18:04:12,-8145.41,-7846.95,
PRODUCT_01623,COMP_0578,LOAN_01,loan,Bankinter Empresas,bankinter_emp,EUR,2025-11-18 11:28:06,-1300000,-1241898.96,
PRODUCT_01627,COMP_0803,LOAN_07,loan,Bankinter,bankinter_emp,EUR,2023-10-23 10:52:36,-650000,-0.66,223.52
PRODUCT_01629,COMP_0091,LINEOFCREDIT_01,lineofcredit,In-house bank,inhousebanking,EUR,2026-08-26 13:08:15,,0,
PRODUCT_01632,COMP_0332,MORTGAGE_08,mortgage,Caixabank Empresas,caixa_emp,EUR,2026-02-19 17:41:27,-7016.13,-6759.03,
PRODUCT_01633,COMP_0180,LOAN_03,loan,Banco Santander,santander_emp,EUR,2026-04-01 09:30:02,-360000,0,
PRODUCT_01639,COMP_0825,LOAN_06,loan,BBVA Net Cash Empresas,bbva_emp,EUR,2023-02-16 14:44:18,-40590.61,223.52,223.52
PRODUCT_01640,COMP_1038,LOAN_02,loan,Caixabank Empresas,caixa_emp,EUR,2025-11-15 21:59:54,-727110.88,-634170.68,
PRODUCT_01642,COMP_1046,LEASING_01,leasing,Caixabank Empresas,caixa_emp,EUR,2025-02-26 12:42:45,-49067.1,-37165.84,
PRODUCT_01646,COMP_0287,GUARANTEE_01,guarantee,Banco Santander,santander_emp,EUR,2023-10-23 10:45:55,,-178388.71,223.52
PRODUCT_01648,COMP_0365,LOAN_02,loan,HSBC Corporate EU,hsbccorporate_eu,EUR,2026-05-05 07:08:41,-500000,-25000,
PRODUCT_01649,COMP_0431,LINEOFCREDIT_01,lineofcredit,BBVA Net Cash Empresas,bbva_emp,EUR,2025-01-23 14:56:54,-500000,-420998.6,79001.4
PRODUCT_01650,COMP_0909,GUARANTEE_03,guarantee,Bankinter,bankinter_emp,EUR,2025-01-29 16:32:26,-1709144.25,-1708855.75,
PRODUCT_01655,COMP_0944,LOAN_01,loan,Abanca Empresas,abanca_emp,EUR,2026-05-20 11:51:17,-430910.66,-399567.57,
PRODUCT_01663,COMP_0653,LOAN_29,loan,Other (customer-defined),custom,EUR,2025-08-27 15:42:44,-180000,0,
PRODUCT_01667,COMP_0444,LOAN_04,loan,RuralVia Empresas,ruralvia_emp,EUR,2026-04-09 08:34:55,-1097214.4,-992004.14,
PRODUCT_01669,COMP_0798,GUARANTEE_02,guarantee,Eurocaja Rural Empresas,eurocajarural_emp,EUR,2025-09-11 15:00:12,,0,
PRODUCT_01678,COMP_0087,LOAN_05,loan,Bankinter Empresas,bankinter_emp,EUR,2026-07-27 09:49:58,-3800000,-3800000,
PRODUCT_01679,COMP_1171,CONFIRMING_02,confirming,Banco Santander,santander_emp,EUR,2024-07-01 11:58:03,-100000,0,100000
PRODUCT_01686,COMP_0444,LOAN_05,loan,Bankinter Empresas,bankinter_emp,EUR,2026-07-14 14:42:01,-2000000,-1713286.04,
PRODUCT_01687,COMP_0623,LOAN_05,loan,Banco Santander Empresas,santander_emp,EUR,2025-04-25 07:27:33,-228739.52,-65850.29,
PRODUCT_01688,COMP_1079,LINEOFCREDIT_01,lineofcredit,Banco Santander,santander_emp,EUR,2024-05-10 10:19:44,-75000,29.71,75029.71
PRODUCT_01689,COMP_0870,LINEOFCREDIT_01,lineofcredit,Banco Sabadell T. sec - CAL Empresas,sabadell_emp_sec,EUR,2024-09-18 08:36:01,-35000,0,35000
PRODUCT_01690,COMP_0020,GUARANTEE_01,guarantee,Caixabank Empresas,caixa_emp,EUR,2026-04-28 15:10:57,-450000,-450000,
PRODUCT_01692,COMP_1070,LOAN_03,loan,Banco Santander Empresas,santander_emp,EUR,2025-05-06 08:05:36,-123463.45,-36500.58,
PRODUCT_01697,COMP_0653,LOAN_30,loan,Other (customer-defined),custom,EUR,2025-08-27 09:59:25,-10000,0,
PRODUCT_01700,COMP_1059,LOAN_01,loan,Other (customer-defined),custom,EUR,2025-10-15 15:45:48,-186135.92,-186135.92,
PRODUCT_01702,COMP_1164,CONFIRMING_01,confirming,Bankinter Empresas,bankinter_emp,EUR,2026-08-21 11:05:56,-100000,-66658.24,33341.76
PRODUCT_01703,COMP_0076,LINEOFCREDIT_01,lineofcredit,Banco Santander Empresas,santander_emp,EUR,2024-09-24 11:51:59,-26000,5.25,5.25
PRODUCT_01705,COMP_0816,LOAN_04,loan,Caixabank,caixa_emp,EUR,2023-06-19 11:43:31,-2482354.92,-1246795.22,223.52
PRODUCT_01708,COMP_0909,GUARANTEE_04,guarantee,Banco Santander,santander_emp,EUR,2025-01-28 16:31:54,0,-2646659.7,
PRODUCT_01711,COMP_1272,LOAN_03,loan,Banco Santander Empresas,santander_emp,EUR,2026-03-24 11:41:03,-662846,-579986,
PRODUCT_01712,COMP_0885,LINEOFCREDIT_01,lineofcredit,Volkswagen Financial Services,volkswagenbank,EUR,2023-06-13 07:46:30,-50000,-39920.03,223.52
PRODUCT_01713,COMP_0919,LINEOFCREDIT_02,lineofcredit,Caixabank Empresas,caixa_emp,EUR,2025-11-03 10:43:56,,0,
PRODUCT_01714,COMP_0365,LOAN_03,loan,BNP Paribas - Mabanque Corporate,mabanque-corporate,EUR,2026-03-18 11:42:47,-510541.1,-53898.52,
PRODUCT_01718,COMP_0696,CONFIRMING_01,confirming,Banco Santander,santander_emp,EUR,2026-07-23 13:03:23,-4000000,-2715061.54,1284938.46
PRODUCT_01719,COMP_0721,LOAN_01,loan,Banco Santander Empresas,santander_emp,EUR,2026-02-17 16:23:50,-26305.81,-7980.27,
PRODUCT_01723,COMP_1267,LOAN_04,loan,Caixabank Empresas,caixa_emp,EUR,2026-04-10 13:14:35,-47533.02,-47533.02,
PRODUCT_01726,COMP_0567,LOAN_01,loan,Caixabank Empresas,caixa_emp,EUR,2025-07-09 10:32:16,-100000,-35714.32,
PRODUCT_01732,COMP_0248,LOAN_06,loan,Bankinter Empresas,bankinter_emp,EUR,2025-12-03 12:35:39,-100000,0,
PRODUCT_01743,COMP_0007,LOAN_07,loan,Banco Santander Empresas,santander_emp,EUR,2026-03-19 15:59:49,-1000000,-624188.19,
PRODUCT_01745,COMP_0444,GUARANTEE_03,guarantee,Bankinter Empresas,bankinter_emp,EUR,2026-07-14 14:42:01,-300000,-300000,
PRODUCT_01749,COMP_0877,LOAN_01,loan,Caixabank Empresas,caixa_emp,EUR,2025-09-25 14:10:21,-169384.25,-111685.39,
PRODUCT_01759,COMP_0967,LOAN_01,loan,Banco Sabadell T. sec - CAL Empresas,sabadell_emp_sec,EUR,2024-10-10 14:50:20,-168439.84,-50531.98,
PRODUCT_01761,COMP_0248,GUARANTEE_01,guarantee,Banco Santander Empresas,santander_emp,EUR,2025-11-06 08:19:09,,-3400,
PRODUCT_01764,COMP_0697,LOAN_02,loan,Credit Du Nord,credit-du-nord,EUR,2024-04-04 14:34:09,-135000,-15000,223.52
PRODUCT_01765,COMP_1169,LOAN_08,loan,Banco Santander Empresas,santander_emp,EUR,2025-11-06 08:24:38,-118000,0,
PRODUCT_01767,COMP_1284,MORTGAGE_03,mortgage,Caixabank Empresas,caixa_emp,EUR,2026-02-19 16:47:58,-4101.44,-3961.69,
PRODUCT_01776,COMP_0919,LINEOFCREDIT_03,lineofcredit,Banco Sabadell Empresas,sabadell_emp,EUR,2025-11-03 11:36:47,,0,
PRODUCT_01778,COMP_0332,MORTGAGE_09,mortgage,Caixabank Empresas,caixa_emp,EUR,2026-02-19 18:17:11,-116156.33,-111900.15,
PRODUCT_01783,COMP_1036,LOAN_01,loan,iberCaja,ibercaja,EUR,2026-07-13 10:52:30,-1417809.34,-1316726.86,
PRODUCT_01787,COMP_0950,CONFIRMING_01,confirming,BBVA,bbva_emp,EUR,2024-02-05 09:29:16,0,223.52,223.52
PRODUCT_01789,COMP_0269,CONFIRMING_03,confirming,5th Bank of Eastern Fargo,ins_130209,EUR,2025-10-02 10:41:48,-20000,0,20000
PRODUCT_01794,COMP_1269,CONFIRMING_01,confirming,Bankinter Empresas,bankinter_emp,EUR,2025-06-19 10:33:34,-310000,-100000,210000
PRODUCT_01805,COMP_0686,RENTING_02,renting,Banco Santander Empresas,santander_emp,EUR,2024-09-05 14:46:06,-9582,0,
PRODUCT_01806,COMP_0653,LOAN_31,loan,Other (customer-defined),custom,EUR,2025-08-28 08:11:31,-50000,0,
PRODUCT_01807,COMP_0924,LINEOFCREDIT_02,lineofcredit,RuralVia Empresas,ruralvia_emp,EUR,2024-10-25 10:12:04,-2000000,-1276506.89,723493.11
PRODUCT_01808,COMP_0354,CONFIRMING_01,confirming,BBVA,bbva_emp,EUR,2025-02-20 11:22:44,-9200000,0,9200000
PRODUCT_01817,COMP_0101,LINEOFCREDIT_01,lineofcredit,Banco Sabadell Empresas,sabadell_emp,EUR,2025-07-02 21:23:09,-600000,-3475.47,596524.53
PRODUCT_01822,COMP_0444,LOAN_06,loan,Millennium bcp,millenniumbcp,EUR,2026-04-09 08:27:25,-500000.44,-350000.5,
PRODUCT_01827,COMP_0653,LOAN_32,loan,Other (customer-defined),custom,EUR,2025-08-22 10:41:37,-250000,0,
PRODUCT_01829,COMP_0070,LOAN_02,loan,La Banque Postale,labanquepostale,EUR,2025-11-24 11:27:03,-500000,-406672.58,
PRODUCT_01837,COMP_0078,LINEOFCREDIT_01,lineofcredit,In-house bank,inhousebanking,EUR,2026-07-08 12:43:11,-83000,83000,166000
PRODUCT_01843,COMP_0915,GUARANTEE_01,guarantee,Bankinter Empresas,bankinter_emp,EUR,2025-05-15 10:39:42,-30000,-30000,
PRODUCT_01846,COMP_0594,LOAN_04,loan,Caixabank Empresas,caixa_emp,EUR,2025-10-16 14:09:31,-36173.84,0,
PRODUCT_01850,COMP_0058,FACTORING_01,factoring,Abanca Empresas,abanca_emp,EUR,2026-04-14 15:57:46,-8000000,7747397.94,15747397.94
PRODUCT_01851,COMP_0696,LINEOFCREDIT_03,lineofcredit,Banco Santander,santander_emp,EUR,2024-06-17 13:47:27,-2350000,-93312.52,2256687.48
PRODUCT_01853,COMP_0007,LOAN_08,loan,Other (customer-defined),custom,EUR,2026-03-31 09:13:45,-507102.32,-27839.68,
PRODUCT_01855,COMP_1070,LOAN_04,loan,Banco Santander Empresas,santander_emp,EUR,2025-05-06 08:11:12,-129166.7,-58333.48,
PRODUCT_01866,COMP_0210,LINEOFCREDIT_01,lineofcredit,Bankinter Empresas,bankinter_emp,EUR,2025-10-14 11:10:43,-300000,-12784.46,287215.54
PRODUCT_01870,COMP_0402,LOAN_01,loan,BBVA Net Cash Empresas,bbva_emp,EUR,2025-09-25 15:36:54,-109063.16,-8526.22,
PRODUCT_01871,COMP_0449,LOAN_01,loan,Banco Santander,santander_emp,EUR,2026-02-11 10:47:16,-4711940.59,-1689649.55,
PRODUCT_01873,COMP_0340,LOAN_01,loan,Banco Santander,santander_emp,EUR,2023-10-25 14:09:41,-60000000,-60000000,223.52
PRODUCT_01876,COMP_0653,LOAN_33,loan,Other (customer-defined),custom,EUR,2025-08-27 10:23:19,-30000,0,
PRODUCT_01877,COMP_0351,CONFIRMING_01,confirming,Caixabank,caixa,EUR,2026-06-26 10:31:27,,0,
PRODUCT_01879,COMP_0058,LINEOFCREDIT_01,lineofcredit,RuralVia Empresas,ruralvia_emp,EUR,2026-04-13 16:53:04,-500000,-459396.8,40603.2
PRODUCT_01882,COMP_1169,LEASING_02,leasing,BBVA Net Cash Empresas,bbva_emp,EUR,2025-11-13 07:17:13,-73510.98,-28438.49,
PRODUCT_01883,COMP_0079,LOAN_01,loan,iberCaja,ibercaja,EUR,2026-03-04 11:04:55,,-53882.07,
PRODUCT_01887,COMP_0816,LOAN_05,loan,Banco Santander,santander_emp,EUR,2023-07-11 10:00:04,-100000.03,-35890.31,223.52
PRODUCT_01899,COMP_0511,LOAN_02,loan,Caixabank Empresas,caixa_emp,EUR,2026-01-13 15:27:35,-1416000,0,
PRODUCT_01900,COMP_0248,LOAN_07,loan,Bankinter Empresas,bankinter_emp,EUR,2026-01-29 06:13:26,-21000,0,
PRODUCT_01901,COMP_0623,LOAN_06,loan,Banco Santander Empresas,santander_emp,EUR,2025-04-27 17:20:58,-394997.79,-189862.8,
PRODUCT_01904,COMP_1053,LOAN_01,loan,Bankinter Empresas,bankinter_emp,EUR,2026-07-13 14:14:31,-2225000,-1833809.88,
PRODUCT_01905,COMP_0825,LOAN_07,loan,BBVA Net Cash Empresas,bbva_emp,EUR,2023-04-26 12:51:13,-200000,-99987.63,223.52
PRODUCT_01912,COMP_0332,MORTGAGE_10,mortgage,Caixabank Empresas,caixa_emp,EUR,2026-02-19 17:38:22,-7016.13,-6759.03,
PRODUCT_01914,COMP_0919,CONFIRMING_04,confirming,Banco Santander Empresas,santander_emp,EUR,2025-11-03 10:37:28,-1250000,0,1250000
PRODUCT_01925,COMP_0248,LEASING_02,leasing,Banco Santander Empresas,santander_emp,EUR,2025-11-13 11:56:25,-11776.86,-3592.87,
PRODUCT_01928,COMP_1261,LOAN_01,loan,Kutxabank Empresas,kutxabank_emp,EUR,2026-06-10 10:28:19,-572717.55,-557326.17,
PRODUCT_01931,COMP_0669,LOAN_01,loan,Caixabank Empresas,caixa_emp,EUR,2026-04-28 15:08:22,-1000000,-286858.79,
PRODUCT_01934,COMP_1249,LINEOFCREDIT_02,lineofcredit,Banco Santander Empresas,santander_emp,EUR,2025-05-13 10:40:45,-65000,0,65000
PRODUCT_01940,COMP_0203,LOAN_02,loan,Bankinter,bankinter_emp,EUR,2023-09-14 09:57:51,-191891.84,0,223.52
PRODUCT_01941,COMP_0803,LOAN_08,loan,Bankinter,bankinter_emp,EUR,2024-07-02 10:03:40,-216670,0,
PRODUCT_01944,COMP_1272,LOAN_04,loan,BBVA Net Cash Empresas,bbva_emp,EUR,2026-03-12 12:21:36,-17394.68,0,
PRODUCT_01945,COMP_0994,LOAN_01,loan,Caixabank Empresas,caixa_emp,EUR,2025-08-19 10:46:21,-75000000,-75000000,
PRODUCT_01948,COMP_0803,LOAN_09,loan,Bankinter,bankinter_emp,EUR,2025-03-05 10:59:46,-325000,-108333.34,
PRODUCT_01955,COMP_0654,LINEOFCREDIT_01,lineofcredit,Banco Santander Empresas,santander_emp,EUR,2025-12-02 17:52:14,,0,
PRODUCT_01957,COMP_1038,LEASING_02,leasing,Banco Santander Empresas,santander_emp,EUR,2026-05-21 19:01:47,-220000,-204204.67,
PRODUCT_01959,COMP_0893,LINEOFCREDIT_01,lineofcredit,Banco Santander Empresas,santander_emp,EUR,2026-03-05 12:41:39,-500000,-492747.05,7252.95
PRODUCT_01961,COMP_0362,LOAN_01,loan,Banco Sabadell T. sec - CAL Empresas,sabadell_emp_sec,EUR,2025-06-19 15:59:07,-1700000,-1572954.37,
PRODUCT_01962,COMP_0919,CONFIRMING_05,confirming,Banco Santander Empresas,santander_emp,EUR,2025-11-03 10:37:28,-1250000,0,1250000
PRODUCT_01963,COMP_1284,MORTGAGE_04,mortgage,Caixabank Empresas,caixa_emp,EUR,2026-02-19 16:46:08,-3837.19,-3706.5,
PRODUCT_01966,COMP_1216,LINEOFCREDIT_02,lineofcredit,Banco Santander Empresas,santander_emp,EUR,2025-10-01 08:24:11,-100000,1252,101252
PRODUCT_01968,COMP_0248,GUARANTEE_02,guarantee,Banco Santander Empresas,santander_emp,EUR,2025-11-06 08:19:09,,-60101.21,
PRODUCT_01971,COMP_1150,LOAN_03,loan,Other (customer-defined),custom,EUR,2025-03-10 10:21:49,-47039.25,-37000.91,
PRODUCT_01973,COMP_0407,LOAN_01,loan,Deutsche Bank Empresas,deutschebank_emp,EUR,2025-11-20 11:59:00,-56000,-17408.82,
PRODUCT_01974,COMP_1053,LEASING_01,leasing,Laboral Kutxa Empresas,cajalaboral_emp,EUR,2026-07-07 11:56:45,,0,
PRODUCT_01979,COMP_0597,LOAN_03,loan,Laboral Kutxa Empresas,cajalaboral_emp,EUR,2025-11-06 14:43:25,-1253451.11,0,
PRODUCT_01980,COMP_1169,LOAN_09,loan,Bankinter Empresas,bankinter_emp,EUR,2026-03-24 10:27:09,-80000,0,
PRODUCT_01988,COMP_0685,LOAN_02,loan,BBVA,bbva_emp,EUR,2024-03-11 12:54:01,-270734.4,0,223.52
PRODUCT_01989,COMP_0653,LOAN_34,loan,Other (customer-defined),custom,EUR,2025-08-27 14:35:29,-150000,0,
PRODUCT_02000,COMP_0653,LOAN_35,loan,Other (customer-defined),custom,EUR,2025-08-27 10:02:16,-300000,0,
PRODUCT_02001,COMP_0255,GUARANTEE_01,guarantee,Banco Sabadell Empresas,sabadell_emp,EUR,2026-03-23 15:22:50,-345.5,-345.5,
PRODUCT_02004,COMP_0180,LOAN_04,loan,Bankinter,bankinter_emp,EUR,2025-06-24 06:14:44,-500000,0,
PRODUCT_02008,COMP_1143,LEASING_01,leasing,Caixabank Empresas,caixa_emp,EUR,2025-02-26 13:08:48,-14280.64,-7497.26,
PRODUCT_02011,COMP_0326,LOAN_02,loan,Other (customer-defined),custom,EUR,2025-09-10 08:50:29,,0,
PRODUCT_02025,COMP_0465,LINEOFCREDIT_01,lineofcredit,In-house bank,inhousebanking,EUR,2026-07-01 15:22:42,-25000,-25000,
PRODUCT_02027,COMP_0915,GUARANTEE_02,guarantee,Bankinter Empresas,bankinter_emp,EUR,2025-05-15 10:37:53,-3000,-3000,
PRODUCT_02034,COMP_0293,LOAN_01,loan,Banco Santander,santander_emp,EUR,2024-07-01 16:20:21,-10000000,-5000000,
PRODUCT_02037,COMP_0803,LOAN_10,loan,Bankinter,bankinter_emp,EUR,2024-03-08 08:00:02,-216500,0,223.52
PRODUCT_02040,COMP_0956,LOAN_02,loan,BBVA Net Cash Empresas,bbva_emp,EUR,2026-04-29 11:21:29,-41100,-23064.52,
PRODUCT_02050,COMP_1066,LOAN_03,loan,Banco Sabadell Empresas,sabadell_emp,EUR,2025-09-23 10:41:16,-23964.83,0,
PRODUCT_02051,COMP_0271,LINEOFCREDIT_03,lineofcredit,Cajamar,cajamar,EUR,2026-04-13 15:39:00,-1500000,-1434110.96,65889.04
PRODUCT_02053,COMP_0519,LOAN_04,loan,BBVA,bbva_emp,EUR,2024-01-08 15:47:03,-150000,0,223.52
PRODUCT_02054,COMP_0495,LOAN_02,loan,Caixabank Empresas,caixa_emp,EUR,2025-12-11 08:58:24,,-251895.65,
PRODUCT_02058,COMP_0969,LINEOFCREDIT_01,lineofcredit,Banco Sabadell,sabadell_emp,EUR,2024-07-17 11:32:33,-275000,-131918.82,143081.18
PRODUCT_02059,COMP_0049,LOAN_01,loan,Bankinter Empresas,bankinter_emp,EUR,2026-09-08 11:30:58,-162000,-108000,
PRODUCT_02060,COMP_0007,GUARANTEE_01,guarantee,Bankinter Empresas,bankinter_emp,EUR,2026-03-11 07:27:01,-333637.6,-333637.6,
PRODUCT_02065,COMP_0269,FACTORING_01,factoring,5th Bank of Eastern Fargo,ins_130209,EUR,2025-10-02 08:10:31,-20000,0,20000
PRODUCT_02073,COMP_0523,LOAN_01,loan,HSBC Corporate EU,hsbccorporate_eu,EUR,2026-05-06 09:22:57,-500000,0,
PRODUCT_02074,COMP_1091,CONFIRMING_01,confirming,Banco Santander Empresas,santander_emp,EUR,2025-08-27 09:37:02,-200000,-70397.87,129602.13
PRODUCT_02077,COMP_0993,LOAN_01,loan,Bankinter Empresas,bankinter_emp,EUR,2025-10-20 09:22:28,-150000,-122922.61,
PRODUCT_02080,COMP_0743,LOAN_01,loan,BBVA Net Cash Empresas,bbva_emp,EUR,2025-10-09 13:23:38,-200000,0,
PRODUCT_02081,COMP_0965,LEASING_03,leasing,Caixabank Empresas,caixa_emp,EUR,2026-06-05 11:03:54,-2449151.03,-2327814.17,
PRODUCT_02085,COMP_0334,CONFIRMING_01,confirming,Caixabank Empresas,caixa_emp,EUR,2025-02-17 08:10:46,,0,
PRODUCT_02086,COMP_0909,CONFIRMING_01,confirming,Caixabank,caixa_emp,EUR,2025-02-05 09:05:27,,0,
PRODUCT_02088,COMP_0653,LOAN_36,loan,Other (customer-defined),custom,EUR,2025-08-27 14:52:36,-250000,0,
PRODUCT_02090,COMP_0058,LEASING_01,leasing,Caixabank Empresas,caixa_emp,EUR,2026-05-26 08:53:48,-193184.34,-174008.62,
PRODUCT_02091,COMP_0181,LINEOFCREDIT_01,lineofcredit,Banco Sabadell,sabadell_emp,EUR,2024-04-03 10:04:32,-449000,0,208.35
PRODUCT_02094,COMP_0803,LOAN_11,loan,Bankinter,bankinter_emp,EUR,2024-01-18 15:19:26,-325067,-108355.66,223.52
PRODUCT_02095,COMP_1066,LOAN_04,loan,Banco Sabadell Empresas,sabadell_emp,EUR,2026-03-16 12:52:36,-200000,-158356.36,
PRODUCT_02097,COMP_0258,LOAN_02,loan,Banco Sabadell Empresas,sabadell_emp,EUR,2023-01-17 14:55:39,-1402896.57,-1299404.21,223.52
PRODUCT_02098,COMP_1107,LOAN_02,loan,Caixabank Empresas,caixa_emp,EUR,2025-08-27 09:50:02,-129000,-104722.47,
PRODUCT_02099,COMP_1286,LINEOFCREDIT_01,lineofcredit,BBVA Net Cash Empresas,bbva_emp,EUR,2024-11-20 14:50:01,,-700000,
PRODUCT_02100,COMP_0653,LOAN_37,loan,Other (customer-defined),custom,EUR,2025-08-27 15:04:46,-200000,0,
PRODUCT_02103,COMP_1284,MORTGAGE_05,mortgage,Caixabank Empresas,caixa_emp,EUR,2026-02-19 16:38:02,-64935.19,-62211.75,
PRODUCT_02104,COMP_1101,LOAN_01,loan,Caixabank Empresas,caixa_emp,EUR,2026-04-10 10:13:16,-127197.12,-36583.25,
PRODUCT_02105,COMP_0877,LINEOFCREDIT_02,lineofcredit,Banco Santander Empresas,santander_emp,EUR,2025-10-06 15:22:31,-21350000,21350000,42700000
PRODUCT_02111,COMP_0271,LINEOFCREDIT_04,lineofcredit,Bankinter Empresas,bankinter_emp,EUR,2026-04-13 15:41:57,-500000,-460790.75,39209.25
PRODUCT_02113,COMP_0004,CONFIRMING_02,confirming,Banco Santander Empresas,santander_emp,EUR,2026-02-25 09:39:18,-200000,0,200000
PRODUCT_02119,COMP_0653,LOAN_38,loan,Other (customer-defined),custom,EUR,2025-08-21 15:09:13,-30000,0,
PRODUCT_02121,COMP_0515,LOAN_01,loan,BBVA Net Cash Empresas,bbva_emp,EUR,2025-10-21 11:57:48,-294000,-252000,
PRODUCT_02132,COMP_1012,GUARANTEE_01,guarantee,Banco Santander Empresas,santander_emp,EUR,2026-09-09 08:45:15,-37085.8,-37085.8,
PRODUCT_02134,COMP_0803,LOAN_12,loan,Bankinter,bankinter_emp,EUR,2023-10-23 10:52:36,-322591,-107530.34,223.52
PRODUCT_02137,COMP_0495,LINEOFCREDIT_01,lineofcredit,Banca March,bancamarch,EUR,2025-12-11 08:26:00,-200000,241.43,200241.43
PRODUCT_02138,COMP_1035,LOAN_01,loan,Caixabank Empresas,caixa_emp,EUR,2025-12-01 10:27:23,-82680.8,-33476.62,
PRODUCT_02141,COMP_0351,CONFIRMING_02,confirming,Bankinter Empresas,bankinter_emp,EUR,2026-07-14 07:27:47,-0.01,0,0.01
PRODUCT_02145,COMP_0248,LOAN_08,loan,Bankinter Empresas,bankinter_emp,EUR,2026-01-29 06:27:17,-170000,0,
PRODUCT_02149,COMP_0788,CONFIRMING_01,confirming,Bankinter Empresas,bankinter_emp,EUR,2026-09-07 14:54:35,-25000,0,25000
PRODUCT_02152,COMP_0988,LOAN_05,loan,Caixabank Empresas,caixa_emp,EUR,2026-03-09 14:42:23,-1089411.87,-845089.04,
PRODUCT_02160,COMP_0049,LINEOFCREDIT_01,lineofcredit,Caixabank Empresas,caixa_emp,EUR,2025-02-25 22:02:09,-500000,-386948.38,113051.62
PRODUCT_02163,COMP_0332,MORTGAGE_11,mortgage,Caixabank Empresas,caixa_emp,EUR,2026-02-19 18:21:12,-191917.11,-184884.96,
PRODUCT_02172,COMP_1230,LOAN_02,loan,Banco Santander Empresas,santander_emp,EUR,2026-05-14 08:50:24,-200000,-187965.33,
PRODUCT_02173,COMP_0812,GUARANTEE_02,guarantee,Banca March,bancamarch,EUR,2023-04-15 06:22:58,-21000,-21000,223.52
PRODUCT_02177,COMP_0965,LEASING_04,leasing,Caixabank Empresas,caixa_emp,EUR,2026-06-17 15:27:35,-753217.97,-687112.22,
PRODUCT_02180,COMP_0235,LEASING_06,leasing,BNP Paribas - Mabanque,mabanque,EUR,2025-11-10 17:32:17,-51912.22,-29785.7,
PRODUCT_02183,COMP_0919,LINEOFCREDIT_04,lineofcredit,Banco Santander Empresas,santander_emp,EUR,2025-11-03 10:37:28,-2500000,-2404708.38,95291.62
PRODUCT_02187,COMP_0332,MORTGAGE_12,mortgage,Caixabank Empresas,caixa_emp,EUR,2026-02-19 18:02:01,-232037.67,-223535.4,
PRODUCT_02196,COMP_0235,LEASING_07,leasing,BNP Paribas - Mabanque,mabanque,EUR,2025-11-10 17:35:03,-51912.22,-29785.7,
PRODUCT_02198,COMP_1070,LOAN_05,loan,Banco Santander Empresas,santander_emp,EUR,2026-03-19 12:08:00,-134301.24,0,
PRODUCT_02199,COMP_0456,LOAN_01,loan,Other (customer-defined),custom,EUR,2025-10-15 15:27:52,-186975,-145425,
PRODUCT_02201,COMP_0058,LOAN_03,loan,Banco Sabadell Empresas,sabadell_emp,EUR,2026-05-13 16:20:03,-253334.37,-231355.62,
PRODUCT_02205,COMP_0495,LINEOFCREDIT_02,lineofcredit,Banco Santander Empresas,santander_emp,EUR,2025-12-09 12:04:13,-150000,-83088.09,66911.91
PRODUCT_02209,COMP_1068,CONFIRMING_01,confirming,Unicaja Empresas,unicaja_emp,EUR,2026-02-05 15:47:14,-100,1258976,1259076
PRODUCT_02217,COMP_1284,MORTGAGE_06,mortgage,Caixabank Empresas,caixa_emp,EUR,2026-02-19 17:00:44,-165019.25,-159397.53,
PRODUCT_02218,COMP_0444,CONFIRMING_02,confirming,Banco Santander Empresas,santander_emp,EUR,2026-03-12 11:20:29,-2000000,0,2000000
PRODUCT_02222,COMP_0402,LOAN_02,loan,BBVA Net Cash Empresas,bbva_emp,EUR,2025-09-25 15:29:23,-120271.04,0,
PRODUCT_02226,COMP_0517,LINEOFCREDIT_01,lineofcredit,BBVA Net Cash Empresas,bbva_emp,EUR,2025-12-18 12:06:44,-350000,-349088.68,911.32
PRODUCT_02228,COMP_0180,LOAN_05,loan,Caixabank,caixa_emp,EUR,2024-02-16 10:50:15,-9242.8,0,
