company_id,group_id,sector,tipo,sector_set,n_sectors,top_sector_score,tenor,product_fit,confidence
COMP_0324,GROUP_0138,comercio minorista,servicio,comercio minorista,1,0.539571,días,Reserve · póliza | FX Shield | Yield · barrido,0.166838
COMP_0325,GROUP_0101,,insuficiente,,0,,,,
COMP_0326,GROUP_0018,energía,mixto,energía,1,0.78,12 meses,FX Shield | Factoring | Reserve · póliza,0.217153
COMP_0327,GROUP_0130,construcción,mixto,construcción,1,0.457331,6 meses,Reserve · póliza,0.367855
COMP_0328,GROUP_0136,servicios profesionales,servicio,servicios profesionales,1,0.827886,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.230064
COMP_0329,GROUP_0161,comercio minorista,producto,comercio minorista | construcción,2,0.635304,días,Reserve · póliza | Yield · barrido | FX Shield,0.0877963
COMP_0330,GROUP_0088,holding / tesorería,mixto,holding / tesorería,1,0.876261,largo,Yield · barrido | FX Shield | Reserve · póliza,0.164287
COMP_0331,GROUP_0096,servicios profesionales,servicio,servicios profesionales,1,0.851468,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.050974
COMP_0332,GROUP_0149,holding / tesorería,servicio,holding / tesorería,1,0.787148,largo,Yield · barrido | FX Shield | Reserve · póliza,0.0444977
COMP_0333,GROUP_0217,holding / tesorería,producto,holding / tesorería,1,0.861171,largo,Yield · barrido | FX Shield | Reserve · póliza,0.351613
COMP_0334,GROUP_0159,comercio minorista,mixto,comercio minorista | hostelería,2,0.647918,días,Yield · barrido | Reserve · póliza | FX Shield,0.20571
COMP_0335,GROUP_0214,servicios profesionales,servicio,servicios profesionales,1,0.488491,6 meses,Yield · barrido | Reserve · póliza,0.373242
COMP_0336,GROUP_0211,servicios profesionales,servicio,servicios profesionales | holding / tesorería,2,0.68,6 meses,Reserve · póliza | Yield · barrido | Factoring | FX Shield,0.181846
COMP_0337,GROUP_0022,,insuficiente,,0,,,,
COMP_0338,GROUP_0088,holding / tesorería,servicio,holding / tesorería | servicios profesionales,2,0.640534,largo,Reserve · póliza | Yield · barrido | Factoring | FX Shield,0.387696
COMP_0339,GROUP_0188,,insuficiente,,0,,,,
COMP_0340,GROUP_0116,servicios profesionales,servicio,servicios profesionales,1,0.589199,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.299875
COMP_0341,GROUP_0150,comercio minorista,mixto,comercio minorista,1,0.503921,días,Reserve · póliza | FX Shield | Yield · barrido,0.0866351
COMP_0342,GROUP_0079,servicios profesionales,servicio,servicios profesionales | alquiler / inmobiliario,2,0.785812,6 meses,Yield · barrido | Reserve · póliza | Factoring | Seguro de cobro,0.24172
COMP_0343,GROUP_0167,hostelería,mixto,hostelería,1,0.568123,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.101119
COMP_0344,GROUP_0211,comercio minorista,producto,comercio minorista | holding / tesorería,2,0.737139,días,Yield · barrido | Reserve · póliza | FX Shield,0.117879
COMP_0345,GROUP_0069,servicios profesionales,servicio,servicios profesionales,1,0.849807,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.286796
COMP_0346,GROUP_0097,mayorista / distribución,producto,mayorista / distribución,1,0.471429,12 meses,Factoring | Confirming | Yield · barrido | Reserve · póliza,0.27003
COMP_0347,GROUP_0117,servicios profesionales,servicio,servicios profesionales,1,0.61913,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.268938
COMP_0348,GROUP_0138,servicios profesionales,servicio,servicios profesionales | holding / tesorería,2,0.637345,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.393025
COMP_0349,GROUP_0101,comercio minorista,mixto,comercio minorista,1,0.763498,días,Reserve · póliza | FX Shield | Yield · barrido,0.0218013
COMP_0350,GROUP_0189,servicios profesionales,servicio,servicios profesionales,1,0.583834,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.0305429
COMP_0351,GROUP_0223,comercio minorista,producto,comercio minorista,1,0.753366,días,Reserve · póliza | FX Shield | Yield · barrido,0.171217
COMP_0352,GROUP_0044,holding / tesorería,producto,holding / tesorería,1,0.754909,largo,Reserve · póliza | FX Shield | Yield · barrido,0.0731156
COMP_0353,GROUP_0073,comercio minorista,producto,comercio minorista,1,0.845329,días,Reserve · póliza | FX Shield | Yield · barrido,0.0828342
COMP_0354,GROUP_0220,mayorista / distribución,mixto,mayorista / distribución | holding / tesorería,2,0.611648,12 meses,Yield · barrido | Factoring | Reserve · póliza | FX Shield,0.0498989
COMP_0355,GROUP_0049,,insuficiente,,0,,,,
COMP_0356,GROUP_0172,holding / tesorería,servicio,holding / tesorería,1,0.705779,largo,Reserve · póliza | FX Shield | Yield · barrido,0.0619903
COMP_0357,GROUP_0036,servicios profesionales,servicio,servicios profesionales,1,0.61247,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.348394
COMP_0358,GROUP_0127,hostelería,servicio,hostelería | comercio minorista,2,0.567274,6 meses,Yield · barrido | Reserve · póliza | FX Shield,0.16626
COMP_0359,GROUP_0110,servicios profesionales,servicio,servicios profesionales,1,0.497641,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.12692
COMP_0360,GROUP_0138,comercio minorista,servicio,comercio minorista,1,0.493175,días,Reserve · póliza | FX Shield | Yield · barrido,0.0275977
COMP_0361,GROUP_0116,holding / tesorería,producto,holding / tesorería | comercio minorista,2,0.654849,largo,Yield · barrido | Reserve · póliza | FX Shield,0.0588375
COMP_0362,GROUP_0142,comercio minorista,producto,comercio minorista,1,0.740993,días,Reserve · póliza | FX Shield | Yield · barrido,0.242149
COMP_0363,GROUP_0250,servicios profesionales,servicio,servicios profesionales | holding / tesorería,2,0.618874,6 meses,Yield · barrido | Factoring | Reserve · póliza | FX Shield,0.358592
COMP_0364,GROUP_0195,comercio minorista,mixto,comercio minorista | hostelería,2,0.644556,días,Yield · barrido | Reserve · póliza | FX Shield,0.100913
COMP_0365,GROUP_0122,hostelería,servicio,hostelería | servicios profesionales,2,0.78,6 meses,Reserve · póliza | Factoring | Yield · barrido | FX Shield,0.185831
COMP_0366,GROUP_0119,servicios profesionales,servicio,servicios profesionales,1,0.609261,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.132153
COMP_0367,GROUP_0187,comercio minorista,producto,comercio minorista | mayorista / distribución | construcción,3,0.647939,días,Reserve · póliza | Yield · barrido | FX Shield,0.049873
COMP_0368,GROUP_0016,hostelería,servicio,hostelería | servicios profesionales,2,0.533099,6 meses,Reserve · póliza | Factoring | Yield · barrido | FX Shield,0.166647
COMP_0369,GROUP_0246,mayorista / distribución,mixto,mayorista / distribución | industria | transporte / logística,3,0.57964,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,0.113081
COMP_0370,GROUP_0164,mayorista / distribución,producto,mayorista / distribución,1,0.474211,12 meses,Factoring | Confirming | Yield · barrido | Reserve · póliza,0.272639
COMP_0371,GROUP_0122,,insuficiente,,0,,,,
COMP_0372,GROUP_0144,servicios profesionales,servicio,servicios profesionales,1,0.77715,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.220613
COMP_0373,GROUP_0192,comercio minorista,servicio,comercio minorista,1,0.530251,días,Yield · barrido | Reserve · póliza | FX Shield,0.140161
COMP_0374,GROUP_0020,mayorista / distribución,mixto,mayorista / distribución | servicios profesionales,2,0.518096,12 meses,Yield · barrido | Reserve · póliza,0.28384
COMP_0375,GROUP_0143,servicios profesionales,servicio,servicios profesionales,1,0.607795,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.204037
COMP_0376,GROUP_0070,holding / tesorería,servicio,holding / tesorería | servicios profesionales,2,0.539522,largo,Yield · barrido | Factoring | Reserve · póliza | FX Shield,0.120263
COMP_0377,GROUP_0009,comercio minorista,producto,comercio minorista,1,0.914095,días,Yield · barrido | Reserve · póliza | FX Shield,0.128715
COMP_0378,GROUP_0234,servicios profesionales,servicio,servicios profesionales,1,0.613456,6 meses,Factoring | Yield · barrido | Reserve · póliza,0.298323
COMP_0379,GROUP_0112,comercio minorista,mixto,comercio minorista,1,0.858429,días,Reserve · póliza | Yield · barrido | FX Shield,0.167088
COMP_0380,GROUP_0059,mayorista / distribución,producto,mayorista / distribución,1,0.54373,12 meses,Factoring | Confirming | Reserve · póliza | Seguro de cobro,0.367584
COMP_0381,GROUP_0079,servicios profesionales,servicio,servicios profesionales,1,0.864858,6 meses,Factoring | Yield · barrido | Reserve · póliza,0.32342
COMP_0382,GROUP_0068,,insuficiente,,0,,,,
COMP_0383,GROUP_0078,servicios profesionales,servicio,servicios profesionales,1,0.507684,6 meses,Yield · barrido | Reserve · póliza,0.254781
COMP_0384,GROUP_0094,servicios profesionales,servicio,servicios profesionales,1,0.542748,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.102334
COMP_0385,GROUP_0145,holding / tesorería,servicio,holding / tesorería,1,0.550642,largo,Reserve · póliza | FX Shield | Yield · barrido,0.102392
COMP_0386,GROUP_0020,holding / tesorería,servicio,holding / tesorería | servicios profesionales,2,0.66104,largo,Yield · barrido | Reserve · póliza | FX Shield,0.263907
COMP_0387,GROUP_0097,servicios profesionales,mixto,servicios profesionales,1,0.505153,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.178065
COMP_0388,GROUP_0187,servicios profesionales,servicio,servicios profesionales,1,0.564713,6 meses,Yield · barrido | Reserve · póliza,0.288903
COMP_0389,GROUP_0150,servicios profesionales,servicio,servicios profesionales,1,0.577002,6 meses,Yield · barrido | Reserve · póliza,0.342587
COMP_0390,GROUP_0064,,insuficiente,,0,,,,
COMP_0391,GROUP_0042,construcción,mixto,construcción,1,0.493672,6 meses,Reserve · póliza,0.0529605
COMP_0392,GROUP_0222,comercio minorista,mixto,comercio minorista | hostelería,2,0.663461,días,Yield · barrido | Reserve · póliza | FX Shield,0.0726138
COMP_0393,GROUP_0054,servicios profesionales,servicio,servicios profesionales,1,0.646547,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.208143
COMP_0394,GROUP_0224,comercio minorista,servicio,comercio minorista,1,0.479298,días,Reserve · póliza | FX Shield | Yield · barrido,0.124345
COMP_0395,GROUP_0112,servicios profesionales,servicio,servicios profesionales,1,0.593941,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.0895053
COMP_0396,GROUP_0096,servicios profesionales,servicio,servicios profesionales,1,0.884172,6 meses,Factoring | Yield · barrido | Reserve · póliza,0.316865
COMP_0397,GROUP_0155,transporte / logística,servicio,transporte / logística,1,0.78,días,Factoring | Reserve · póliza | Confirming,0.0183359
COMP_0398,GROUP_0018,holding / tesorería,mixto,holding / tesorería | servicios profesionales,2,0.625886,largo,Yield · barrido | Factoring | Reserve · póliza | FX Shield,0.330081
COMP_0399,GROUP_0115,comercio minorista,servicio,comercio minorista | hostelería,2,0.532736,días,Reserve · póliza | Yield · barrido | FX Shield,0.18509
COMP_0400,GROUP_0142,comercio minorista,producto,comercio minorista,1,0.673511,días,Yield · barrido | Reserve · póliza | FX Shield,0.245743
COMP_0401,GROUP_0087,construcción,producto,construcción | mayorista / distribución,2,0.564703,6 meses,Reserve · póliza,0.299072
COMP_0402,GROUP_0131,servicios profesionales,servicio,servicios profesionales | industria | holding / tesorería,3,0.5973,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.0201324
COMP_0403,GROUP_0201,comercio minorista,producto,comercio minorista,1,0.757966,días,Yield · barrido | Reserve · póliza | FX Shield,0.125816
COMP_0404,GROUP_0094,servicios profesionales,servicio,servicios profesionales,1,0.578783,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.123019
COMP_0405,GROUP_0035,hostelería,servicio,hostelería | servicios profesionales,2,0.505965,6 meses,Reserve · póliza | Factoring | Yield · barrido | FX Shield,0.0179181
COMP_0406,GROUP_0034,transporte / logística,mixto,transporte / logística,1,0.78,días,Factoring | Reserve · póliza | Confirming,0.170353
COMP_0407,GROUP_0067,comercio minorista,mixto,comercio minorista,1,0.522815,días,Reserve · póliza | FX Shield | Yield · barrido,0.0407802
COMP_0408,GROUP_0076,servicios profesionales,servicio,servicios profesionales,1,0.486834,6 meses,Reserve · póliza | Yield · barrido,0.2049
COMP_0409,GROUP_0009,servicios profesionales,servicio,servicios profesionales,1,0.548833,6 meses,Reserve · póliza | Yield · barrido,0.100067
COMP_0410,GROUP_0112,comercio minorista,producto,comercio minorista,1,0.715004,días,Reserve · póliza | FX Shield | Yield · barrido,0.114863
COMP_0411,GROUP_0158,comercio minorista,servicio,comercio minorista | holding / tesorería,2,0.561734,días,Reserve · póliza | Yield · barrido | FX Shield,0.221678
COMP_0412,GROUP_0016,holding / tesorería,mixto,holding / tesorería | comercio minorista,2,0.619319,largo,Reserve · póliza | Yield · barrido | FX Shield,0.115171
COMP_0413,GROUP_0130,comercio minorista,mixto,comercio minorista,1,0.777372,días,Reserve · póliza | FX Shield | Yield · barrido,0.205284
COMP_0414,GROUP_0217,alquiler / inmobiliario,servicio,alquiler / inmobiliario,1,0.78,largo,Reserve · póliza | Yield · barrido | Seguro de cobro,0.0919295
COMP_0415,GROUP_0204,alquiler / inmobiliario,servicio,alquiler / inmobiliario | energía | servicios profesionales,3,0.78,largo,Reserve · póliza | Factoring | Yield · barrido | FX Shield,0.00458728
COMP_0416,GROUP_0040,comercio minorista,mixto,comercio minorista | hostelería,2,0.585371,días,Reserve · póliza | Yield · barrido | FX Shield,0.258027
COMP_0417,GROUP_0092,servicios profesionales,servicio,servicios profesionales,1,0.501194,6 meses,Yield · barrido | Reserve · póliza,0.0462453
COMP_0418,GROUP_0070,holding / tesorería,mixto,holding / tesorería,1,0.658575,largo,Yield · barrido | FX Shield | Reserve · póliza,0.0229532
COMP_0419,GROUP_0152,,insuficiente,,0,,,,
COMP_0420,GROUP_0104,comercio minorista,producto,comercio minorista,1,0.710424,días,Reserve · póliza | FX Shield | Yield · barrido,0.0478803
COMP_0421,GROUP_0230,,insuficiente,,0,,,,
COMP_0422,GROUP_0018,servicios profesionales,servicio,servicios profesionales | holding / tesorería,2,0.713875,6 meses,Reserve · póliza | Yield · barrido | Factoring | FX Shield,0.3552
COMP_0423,GROUP_0162,mayorista / distribución,producto,mayorista / distribución,1,0.530368,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,0.154502
COMP_0424,GROUP_0097,hostelería,mixto,hostelería,1,0.511371,6 meses,Reserve · póliza | FX Shield | Yield · barrido,0.247615
COMP_0425,GROUP_0097,construcción,producto,construcción | mayorista / distribución,2,0.568254,6 meses,Reserve · póliza | Yield · barrido,0.246481
COMP_0426,GROUP_0003,,insuficiente,,0,,,,
COMP_0427,GROUP_0214,servicios profesionales,servicio,servicios profesionales | hostelería,2,0.591595,6 meses,Reserve · póliza | Factoring | Yield · barrido | FX Shield,0.126154
COMP_0428,GROUP_0213,holding / tesorería,mixto,holding / tesorería | comercio minorista,2,0.547616,largo,Yield · barrido | Reserve · póliza | FX Shield,0.106736
COMP_0429,GROUP_0170,,mixto,,0,,,,0.445841
COMP_0430,GROUP_0182,servicios profesionales,servicio,servicios profesionales,1,0.573466,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.471238
COMP_0431,GROUP_0102,servicios profesionales,servicio,servicios profesionales,1,0.506713,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.134769
COMP_0432,GROUP_0095,servicios profesionales,servicio,servicios profesionales,1,0.62616,6 meses,Yield · barrido | Reserve · póliza,0.421278
COMP_0433,GROUP_0023,comercio minorista,producto,comercio minorista,1,0.813783,días,Reserve · póliza | FX Shield | Yield · barrido,0.221327
COMP_0434,GROUP_0134,holding / tesorería,mixto,holding / tesorería,1,0.627883,largo,Yield · barrido | FX Shield | Reserve · póliza,0.0282247
COMP_0435,GROUP_0048,holding / tesorería,producto,holding / tesorería | comercio minorista,2,0.671666,largo,Reserve · póliza | Yield · barrido | FX Shield,0.108681
COMP_0436,GROUP_0048,holding / tesorería,producto,holding / tesorería | comercio minorista,2,0.720419,largo,Reserve · póliza | Yield · barrido | FX Shield,0.0708183
COMP_0437,GROUP_0199,servicios profesionales,mixto,servicios profesionales,1,0.488063,6 meses,Reserve · póliza | Yield · barrido,0.223536
COMP_0438,GROUP_0150,servicios profesionales,servicio,servicios profesionales,1,0.585329,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.117052
COMP_0439,GROUP_0236,comercio minorista,mixto,comercio minorista,1,0.701771,días,Yield · barrido | Reserve · póliza | FX Shield,0.139158
COMP_0440,GROUP_0162,comercio minorista,producto,comercio minorista | mayorista / distribución,2,0.638826,días,Reserve · póliza | Factoring | Yield · barrido | Confirming,0.146732
COMP_0441,GROUP_0217,holding / tesorería,servicio,holding / tesorería,1,0.706572,largo,Yield · barrido | FX Shield | Reserve · póliza,0.0331166
COMP_0442,GROUP_0158,comercio minorista,producto,comercio minorista,1,0.749845,días,Reserve · póliza | FX Shield | Yield · barrido,0.258915
COMP_0443,GROUP_0143,servicios profesionales,servicio,servicios profesionales,1,0.553804,6 meses,Reserve · póliza | Yield · barrido,0.16172
COMP_0444,GROUP_0042,mayorista / distribución,mixto,mayorista / distribución | comercio minorista | hostelería,3,0.625193,12 meses,Reserve · póliza | Yield · barrido | FX Shield,0.270607
COMP_0445,GROUP_0199,,insuficiente,,0,,,,
COMP_0446,GROUP_0182,mayorista / distribución,mixto,mayorista / distribución | holding / tesorería,2,0.673108,12 meses,Reserve · póliza | FX Shield | Yield · barrido,0.295622
COMP_0447,GROUP_0190,comercio minorista,producto,comercio minorista,1,0.686732,días,Reserve · póliza | FX Shield | Yield · barrido,0.0119276
COMP_0448,GROUP_0158,holding / tesorería,mixto,holding / tesorería,1,0.712821,largo,Reserve · póliza | FX Shield | Yield · barrido,0.22672
COMP_0449,GROUP_0017,comercio minorista,producto,comercio minorista,1,0.75813,días,Reserve · póliza | FX Shield | Yield · barrido,0.232443
COMP_0450,GROUP_0202,servicios profesionales,servicio,servicios profesionales,1,0.717209,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.104013
COMP_0451,GROUP_0158,holding / tesorería,producto,holding / tesorería,1,0.798571,largo,Reserve · póliza | FX Shield | Yield · barrido,0.354551
COMP_0452,GROUP_0103,mayorista / distribución,producto,mayorista / distribución | comercio minorista,2,0.688864,12 meses,Reserve · póliza | FX Shield | Yield · barrido,0.0368579
COMP_0453,GROUP_0023,servicios profesionales,servicio,servicios profesionales,1,0.592345,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.147583
COMP_0454,GROUP_0112,servicios profesionales,servicio,servicios profesionales,1,0.546432,6 meses,Factoring | Yield · barrido | Reserve · póliza,0.343824
COMP_0455,GROUP_0222,comercio minorista,producto,comercio minorista,1,0.72429,días,Yield · barrido | Reserve · póliza | FX Shield,0.0908543
COMP_0456,GROUP_0131,servicios profesionales,servicio,servicios profesionales,1,0.558913,6 meses,Reserve · póliza | Yield · barrido,0.172225
COMP_0457,GROUP_0129,servicios profesionales,servicio,servicios profesionales,1,0.554742,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.12435
COMP_0458,GROUP_0212,holding / tesorería,producto,holding / tesorería,1,0.795671,largo,Reserve · póliza | FX Shield | Yield · barrido,0.206663
COMP_0459,GROUP_0051,comercio minorista,producto,comercio minorista,1,0.874534,días,Reserve · póliza | FX Shield | Yield · barrido,0.362436
COMP_0460,GROUP_0116,servicios profesionales,servicio,servicios profesionales,1,0.54445,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.137363
COMP_0461,GROUP_0070,comercio minorista,producto,comercio minorista,1,0.794541,días,Yield · barrido | Reserve · póliza | FX Shield,0.0790699
COMP_0462,GROUP_0194,comercio minorista,producto,comercio minorista,1,0.908295,días,Reserve · póliza | FX Shield | Yield · barrido,0.108987
COMP_0463,GROUP_0086,comercio minorista,producto,comercio minorista,1,0.869149,días,Reserve · póliza | Yield · barrido | FX Shield,0.236361
COMP_0464,GROUP_0008,,insuficiente,,0,,,,
COMP_0465,GROUP_0246,hostelería,mixto,hostelería | comercio minorista,2,0.613484,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.0452639
COMP_0466,GROUP_0200,hostelería,servicio,hostelería | energía | servicios profesionales,3,0.78,6 meses,Reserve · póliza | Factoring | FX Shield | Yield · barrido,0.0630059
COMP_0467,GROUP_0172,holding / tesorería,servicio,holding / tesorería | comercio minorista | transporte / logística,3,0.591653,días,Reserve · póliza | Yield · barrido | FX Shield,0.288844
COMP_0468,GROUP_0138,servicios profesionales,servicio,servicios profesionales,1,0.508789,6 meses,Reserve · póliza | Yield · barrido,0.118122
COMP_0469,GROUP_0149,comercio minorista,producto,comercio minorista,1,0.855129,días,Reserve · póliza | FX Shield | Yield · barrido,0.327345
COMP_0470,GROUP_0236,servicios profesionales,servicio,servicios profesionales,1,0.482139,6 meses,Reserve · póliza | Yield · barrido,0.0535267
COMP_0471,GROUP_0162,comercio minorista,producto,comercio minorista,1,0.694282,días,Yield · barrido | Reserve · póliza | FX Shield,0.030406
COMP_0472,GROUP_0044,holding / tesorería,mixto,holding / tesorería,1,0.791694,largo,Reserve · póliza | FX Shield | Yield · barrido,0.0529729
COMP_0473,GROUP_0185,holding / tesorería,producto,holding / tesorería | mayorista / distribución | comercio minorista,3,0.607017,largo,Reserve · póliza | Yield · barrido | FX Shield | Factoring,0.0450417
COMP_0474,GROUP_0141,software / suscripción,servicio,software / suscripción | transporte / logística | alquiler / inmobiliario,3,0.78,largo,Reserve · póliza | Yield · barrido | Factoring | FX Shield,0.144425
COMP_0475,GROUP_0015,,insuficiente,,0,,,,
COMP_0476,GROUP_0111,servicios profesionales,servicio,servicios profesionales,1,0.536048,6 meses,Factoring | Yield · barrido | Reserve · póliza,0.0257056
COMP_0477,GROUP_0232,comercio minorista,producto,comercio minorista,1,0.768095,días,Reserve · póliza | FX Shield | Yield · barrido,0.344239
COMP_0478,GROUP_0131,servicios profesionales,servicio,servicios profesionales | hostelería,2,0.549662,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.096211
COMP_0479,GROUP_0170,comercio minorista,mixto,comercio minorista,1,0.6997,días,Reserve · póliza | FX Shield | Yield · barrido,0.24293
COMP_0480,GROUP_0112,comercio minorista,mixto,comercio minorista,1,0.716576,días,Reserve · póliza | Yield · barrido | FX Shield,0.340926
COMP_0481,GROUP_0225,servicios profesionales,servicio,servicios profesionales,1,0.489872,6 meses,Reserve · póliza | Yield · barrido,0.0176827
COMP_0482,GROUP_0211,comercio minorista,producto,comercio minorista,1,0.833564,días,Yield · barrido | Reserve · póliza | FX Shield,0.0770101
COMP_0483,GROUP_0063,servicios profesionales,servicio,servicios profesionales,1,0.526188,6 meses,Reserve · póliza | Yield · barrido,0.00852089
COMP_0484,GROUP_0138,servicios profesionales,servicio,servicios profesionales,1,0.514865,6 meses,Reserve · póliza | Yield · barrido,0.0242022
COMP_0485,GROUP_0052,holding / tesorería,mixto,holding / tesorería | servicios profesionales | mayorista / distribución,3,0.579116,largo,Factoring | Reserve · póliza | Yield · barrido | FX Shield,0.373559
COMP_0486,GROUP_0132,alquiler / inmobiliario,producto,alquiler / inmobiliario,1,0.78,largo,Reserve · póliza | Yield · barrido | Seguro de cobro,0.176729
COMP_0487,GROUP_0170,comercio minorista,producto,comercio minorista,1,0.748188,días,Reserve · póliza | FX Shield | Yield · barrido,0.276491
COMP_0488,GROUP_0060,,insuficiente,,0,,,,
COMP_0489,GROUP_0175,,insuficiente,,0,,,,
COMP_0490,GROUP_0138,servicios profesionales,servicio,servicios profesionales,1,0.529502,6 meses,Reserve · póliza | Yield · barrido,0.203119
COMP_0491,GROUP_0146,hostelería,mixto,hostelería | mayorista / distribución | industria,3,0.611205,12 meses,Reserve · póliza | Factoring | Confirming | FX Shield,0.22656
COMP_0492,GROUP_0150,holding / tesorería,producto,holding / tesorería,1,0.817133,largo,Yield · barrido | FX Shield | Reserve · póliza,0.17042
COMP_0493,GROUP_0126,servicios profesionales,servicio,servicios profesionales,1,0.486972,6 meses,Yield · barrido | Reserve · póliza,0.262287
COMP_0494,GROUP_0142,comercio minorista,mixto,comercio minorista | hostelería,2,0.612453,días,Reserve · póliza | Yield · barrido | FX Shield,0.0758844
COMP_0495,GROUP_0124,mayorista / distribución,producto,mayorista / distribución | hostelería,2,0.663895,12 meses,Reserve · póliza | Factoring | Confirming | FX Shield,0.257177
COMP_0496,GROUP_0137,comercio minorista,producto,comercio minorista,1,0.753107,días,Yield · barrido | Reserve · póliza | FX Shield,0.071681
COMP_0497,GROUP_0185,,insuficiente,,0,,,,
COMP_0498,GROUP_0153,mayorista / distribución,producto,mayorista / distribución,1,0.579341,12 meses,Factoring | Confirming | Reserve · póliza | Seguro de cobro,0.284561
COMP_0499,GROUP_0241,hostelería,servicio,hostelería | servicios profesionales,2,0.78,6 meses,Reserve · póliza | Factoring | Yield · barrido | FX Shield,0.0775619
COMP_0500,GROUP_0079,servicios profesionales,servicio,servicios profesionales | energía,2,0.849939,6 meses,Factoring | Yield · barrido | FX Shield | Reserve · póliza,0.328319
COMP_0501,GROUP_0138,servicios profesionales,servicio,servicios profesionales,1,0.60241,6 meses,Yield · barrido | Reserve · póliza,0.216285
COMP_0502,GROUP_0098,comercio minorista,producto,comercio minorista,1,0.747359,días,Yield · barrido | Reserve · póliza | FX Shield,0.00780255
COMP_0503,GROUP_0134,comercio minorista,producto,comercio minorista,1,0.706214,días,Reserve · póliza | Yield · barrido | FX Shield,0.0437908
COMP_0504,GROUP_0013,mayorista / distribución,producto,mayorista / distribución | comercio minorista,2,0.581294,12 meses,Reserve · póliza | Yield · barrido | Factoring | Confirming,0.07369
COMP_0505,GROUP_0092,comercio minorista,producto,comercio minorista,1,0.680043,días,Yield · barrido | Reserve · póliza | FX Shield,0.00548687
COMP_0506,GROUP_0217,software / suscripción,servicio,software / suscripción | alquiler / inmobiliario | servicios profesionales,3,0.78,largo,Yield · barrido | Reserve · póliza | Factoring | FX Shield,0.211331
COMP_0507,GROUP_0023,servicios profesionales,servicio,servicios profesionales,1,0.599054,6 meses,Factoring | Yield · barrido | Reserve · póliza,0.407372
COMP_0508,GROUP_0070,mayorista / distribución,mixto,mayorista / distribución,1,0.481636,12 meses,Factoring | Confirming | Yield · barrido | Reserve · póliza,0.032756
COMP_0509,GROUP_0055,hostelería,servicio,hostelería,1,0.78,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.290033
COMP_0510,GROUP_0079,servicios profesionales,servicio,servicios profesionales,1,0.581679,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.356056
COMP_0511,GROUP_0202,servicios profesionales,servicio,servicios profesionales | software / suscripción | construcción,3,0.782737,6 meses,Factoring | Yield · barrido | Reserve · póliza | FX Shield,0.164943
COMP_0512,GROUP_0217,software / suscripción,servicio,software / suscripción | alquiler / inmobiliario,2,0.78,largo,Reserve · póliza | Yield · barrido | FX Shield | Seguro de cobro,0.212225
COMP_0513,GROUP_0142,servicios profesionales,servicio,servicios profesionales,1,0.521747,6 meses,Factoring | Yield · barrido | Reserve · póliza,0.255514
COMP_0514,GROUP_0008,,insuficiente,,0,,,,
COMP_0515,GROUP_0117,comercio minorista,producto,comercio minorista | industria | mayorista / distribución,3,0.62122,12 meses,Factoring | Reserve · póliza | Confirming | Yield · barrido,0.136326
COMP_0516,GROUP_0192,holding / tesorería,servicio,holding / tesorería | servicios profesionales,2,0.513567,largo,Yield · barrido | Reserve · póliza | FX Shield,0.0581678
COMP_0517,GROUP_0165,mayorista / distribución,mixto,mayorista / distribución | holding / tesorería,2,0.58653,12 meses,Reserve · póliza | FX Shield | Yield · barrido,0.335468
COMP_0518,GROUP_0101,servicios profesionales,servicio,servicios profesionales,1,0.68,6 meses,Factoring | Yield · barrido | Reserve · póliza,0.0567605
COMP_0519,GROUP_0233,industria,mixto,industria | mayorista / distribución | transporte / logística,3,0.534773,12 meses,Factoring | Confirming | Reserve · póliza | Yield · barrido,0.110683
