company_id,group_id,sector,tipo,tenor,sku,on_mesa,in_book,notional,persist,take_y1_35,take_3y_35
COMP_0395,GROUP_0112,servicios profesionales,servicio,6 meses,factoring,true,true,110108,1,578.067,1156.13
COMP_0395,GROUP_0112,servicios profesionales,servicio,6 meses,yield,true,true,39019.6,0.458333,136.569,227.852
COMP_0397,GROUP_0155,transporte / logística,servicio,días,factoring,true,true,375952,0.916667,1973.75,3783.02
COMP_0400,GROUP_0142,comercio minorista,producto,días,yield,true,true,363319,0.916667,1271.62,3505.77
COMP_0404,GROUP_0094,servicios profesionales,servicio,6 meses,factoring,true,true,2.10171e+06,0.875,11034,20688.7
COMP_0405,GROUP_0035,hostelería,servicio,6 meses,factoring,true,true,4.17206e+06,1,21903.3,43806.6
COMP_0408,GROUP_0076,servicios profesionales,servicio,6 meses,yield,true,true,20428.9,0.291667,71.501,98.4381
COMP_0415,GROUP_0204,alquiler / inmobiliario,servicio,largo,factoring,true,true,1.82351e+07,0.25,95734.2,119668
COMP_0418,GROUP_0070,holding / tesorería,mixto,largo,yield,true,true,5.30193e+06,1,18556.8,55670.3
COMP_0422,GROUP_0018,servicios profesionales,servicio,6 meses,factoring,true,true,118880,0.166667,624.122,728.143
COMP_0425,GROUP_0097,construcción,producto,6 meses,yield,true,true,157046,0.833333,549.66,1389.42
COMP_0427,GROUP_0214,servicios profesionales,servicio,6 meses,factoring,true,true,169076,0.458333,887.648,1294.49
COMP_0428,GROUP_0213,holding / tesorería,mixto,largo,yield,true,true,544322,1,1905.13,5715.38
COMP_0430,GROUP_0182,servicios profesionales,servicio,6 meses,factoring,true,true,93000,0.0416667,488.25,508.594
COMP_0431,GROUP_0102,servicios profesionales,servicio,6 meses,factoring,true,true,384351,0.208333,2017.84,2438.23
COMP_0431,GROUP_0102,servicios profesionales,servicio,6 meses,yield,true,true,156410,0.416667,547.435,870.574
COMP_0432,GROUP_0095,servicios profesionales,servicio,6 meses,yield,true,true,1118.28,0.666667,3.91398,8.26285
COMP_0434,GROUP_0134,holding / tesorería,mixto,largo,yield,true,true,161722,0.833333,566.026,1430.79
COMP_0438,GROUP_0150,servicios profesionales,servicio,6 meses,factoring,true,true,230659,0.291667,1210.96,1564.16
COMP_0439,GROUP_0236,comercio minorista,mixto,días,yield,true,true,96973.4,0.25,339.407,445.472
COMP_0441,GROUP_0217,holding / tesorería,servicio,largo,yield,true,true,3.22036e+06,0.541667,11271.3,20683.6
COMP_0443,GROUP_0143,servicios profesionales,servicio,6 meses,reserve,true,true,78216.3,0.375,136.879,207.456
COMP_0447,GROUP_0190,comercio minorista,producto,días,fx,true,true,1.21717e+06,0.583333,639.013,1229.21
COMP_0450,GROUP_0202,servicios profesionales,servicio,6 meses,yield,true,true,38397,0.958333,134.39,386.603
COMP_0454,GROUP_0112,servicios profesionales,servicio,6 meses,yield,true,true,7423.17,1,25.9811,77.9433
COMP_0455,GROUP_0222,comercio minorista,producto,días,yield,true,true,82614.6,0.666667,289.151,610.43
COMP_0457,GROUP_0129,servicios profesionales,servicio,6 meses,factoring,true,true,1.62944e+06,0.458333,8554.56,12475.4
COMP_0460,GROUP_0116,servicios profesionales,servicio,6 meses,yield,true,true,830250,0.25,2905.88,3813.96
COMP_0461,GROUP_0070,comercio minorista,producto,días,yield,true,true,240940,0.875,843.291,2226.82
COMP_0466,GROUP_0200,hostelería,servicio,6 meses,factoring,true,true,3.02938e+06,0.291667,15904.3,20543
COMP_0469,GROUP_0149,comercio minorista,producto,días,fx,true,true,1.67578e+06,0.333333,879.787,1270.8
COMP_0471,GROUP_0162,comercio minorista,producto,días,fx,true,true,449137,0.833333,235.797,596.043
COMP_0473,GROUP_0185,holding / tesorería,producto,largo,fx,true,true,345974,0.291667,181.636,250.065
COMP_0474,GROUP_0141,software / suscripción,servicio,largo,factoring,true,true,205159,0.833333,1077.09,1974.66
COMP_0480,GROUP_0112,comercio minorista,mixto,días,yield,true,true,53900.6,0.125,188.652,215.181
COMP_0482,GROUP_0211,comercio minorista,producto,días,yield,true,true,131683,0.666667,460.889,972.988
COMP_0485,GROUP_0052,holding / tesorería,mixto,largo,factoring,true,true,196753,0.166667,1032.95,1205.11
COMP_0491,GROUP_0146,hostelería,mixto,12 meses,factoring,true,true,1.4981e+06,0.166667,7865.05,9175.89
COMP_0493,GROUP_0126,servicios profesionales,servicio,6 meses,yield,true,true,105178,0.25,368.124,483.163
COMP_0495,GROUP_0124,mayorista / distribución,producto,12 meses,factoring,true,true,424292,0.666667,2227.53,3712.56
COMP_0495,GROUP_0124,mayorista / distribución,producto,12 meses,fx,true,true,367086,0.416667,192.72,306.478
COMP_0496,GROUP_0137,comercio minorista,producto,días,fx,true,true,74239.9,0.416667,38.976,61.9826
COMP_0498,GROUP_0153,mayorista / distribución,producto,12 meses,factoring,true,true,84386.9,0.125,443.031,498.41
COMP_0499,GROUP_0241,hostelería,servicio,6 meses,factoring,true,true,554990,0.5,2913.7,4370.54
COMP_0500,GROUP_0079,servicios profesionales,servicio,6 meses,factoring,true,true,1.64522e+07,0.916667,86374,165550
COMP_0500,GROUP_0079,servicios profesionales,servicio,6 meses,yield,true,true,788215,0.0833333,2758.75,3007.81
COMP_0503,GROUP_0134,comercio minorista,producto,días,yield,true,true,1.03127e+06,0.833333,3609.43,9123.84
COMP_0504,GROUP_0013,mayorista / distribución,producto,12 meses,factoring,true,true,1.1216e+07,1,58883.9,117768
COMP_0505,GROUP_0092,comercio minorista,producto,días,fx,true,true,71411.1,0.125,37.4908,42.763
COMP_0505,GROUP_0092,comercio minorista,producto,días,yield,true,true,8.32963e+06,0.875,29153.7,76984
COMP_0506,GROUP_0217,software / suscripción,servicio,largo,factoring,true,true,2.86215e+07,0.416667,150263,212872
COMP_0508,GROUP_0070,mayorista / distribución,mixto,12 meses,factoring,true,true,2.91519e+06,0.333333,15304.7,20406.3
COMP_0508,GROUP_0070,mayorista / distribución,mixto,12 meses,yield,true,true,9.01581e+06,0.75,31555.3,72971.7
COMP_0511,GROUP_0202,servicios profesionales,servicio,6 meses,factoring,true,true,619301,0.208333,3251.33,3928.69
COMP_0515,GROUP_0117,comercio minorista,producto,12 meses,yield,true,true,3.24613e+06,0.333333,11361.5,16411
COMP_0516,GROUP_0192,holding / tesorería,servicio,largo,yield,true,true,641944,0.541667,2246.8,4123.04
COMP_0518,GROUP_0101,servicios profesionales,servicio,6 meses,factoring,true,true,61919.9,0.666667,325.08,541.799
COMP_0518,GROUP_0101,servicios profesionales,servicio,6 meses,yield,true,true,163469,1,572.143,1716.43
COMP_0519,GROUP_0233,industria,mixto,12 meses,factoring,true,true,792170,0.208333,4158.89,5025.33
COMP_0521,GROUP_0073,construcción,producto,6 meses,factoring,true,true,160628,0.25,843.296,1054.12
COMP_0522,GROUP_0066,transporte / logística,servicio,días,factoring,true,true,1.63983e+06,0.916667,8609.12,16500.8
COMP_0523,GROUP_0122,hostelería,servicio,6 meses,factoring,true,true,4.38569e+06,0.541667,23024.9,35496.7
COMP_0524,GROUP_0006,holding / tesorería,servicio,largo,fx,true,true,3.755e+06,0.208333,1971.37,2467.64
COMP_0527,GROUP_0108,holding / tesorería,mixto,largo,fx,true,true,1.00431e+06,0.208333,527.263,659.994
COMP_0528,GROUP_0192,comercio minorista,producto,días,fx,true,true,42439.2,0.291667,22.2806,30.6744
COMP_0530,GROUP_0017,comercio minorista,mixto,días,yield,true,true,172555,1,603.944,1811.83
COMP_0531,GROUP_0214,servicios profesionales,servicio,6 meses,factoring,true,true,207016,0.291667,1086.84,1403.83
COMP_0533,GROUP_0079,servicios profesionales,servicio,6 meses,factoring,true,true,577151,0.666667,3030.04,5050.07
COMP_0536,GROUP_0039,hostelería,mixto,6 meses,yield,true,true,13061.9,0.208333,45.7168,57.2254
COMP_0540,GROUP_0048,servicios profesionales,servicio,6 meses,factoring,true,true,2.34291e+06,0.25,12300.3,15375.4
COMP_0542,GROUP_0023,mayorista / distribución,producto,12 meses,factoring,true,true,5.21653e+06,0.208333,27386.8,33092.4
COMP_0548,GROUP_0217,energía,servicio,12 meses,factoring,true,true,1.06841e+07,0.25,56091.6,70114.5
COMP_0548,GROUP_0217,energía,servicio,12 meses,yield,true,true,5.50894e+06,0.583333,19281.3,37089.7
COMP_0550,GROUP_0246,holding / tesorería,producto,largo,factoring,true,true,272539,0.75,1430.83,2503.95
COMP_0551,GROUP_0184,mayorista / distribución,mixto,12 meses,yield,true,true,51676.8,0.291667,180.869,249.009
COMP_0553,GROUP_0217,energía,servicio,12 meses,factoring,true,true,258098,0.166667,1355.01,1580.85
COMP_0553,GROUP_0217,energía,servicio,12 meses,yield,true,true,91338.7,0.666667,319.685,674.891
COMP_0556,GROUP_0237,hostelería,producto,6 meses,fx,true,true,7.5,0.0416667,0.0039375,0.0041084
COMP_0560,GROUP_0097,comercio minorista,producto,días,fx,true,true,6.40321e+06,0.791667,3361.68,8129.91
COMP_0560,GROUP_0097,comercio minorista,producto,días,yield,true,true,74878.8,0.541667,262.076,480.927
COMP_0562,GROUP_0218,software / suscripción,servicio,largo,fx,true,true,4192.06,0.958333,2.20083,6.33121
COMP_0563,GROUP_0200,holding / tesorería,producto,largo,yield,true,true,371853,0.333333,1301.49,1879.92
COMP_0566,GROUP_0119,mayorista / distribución,mixto,12 meses,factoring,true,true,893208,0.708333,4689.34,8010.96
COMP_0570,GROUP_0123,mayorista / distribución,producto,12 meses,factoring,true,true,653548,0.0833333,3431.13,3717.05
COMP_0570,GROUP_0123,mayorista / distribución,producto,12 meses,yield,true,true,66405.7,0.25,232.42,305.051
COMP_0573,GROUP_0132,alquiler / inmobiliario,mixto,largo,factoring,true,true,3.64021e+07,0.125,191111,215000
COMP_0575,GROUP_0079,servicios profesionales,servicio,6 meses,factoring,true,true,1.97445e+06,0.875,10365.9,19436
COMP_0575,GROUP_0079,servicios profesionales,servicio,6 meses,yield,true,true,1.05427e+06,0.958333,3689.95,10615
COMP_0576,GROUP_0044,holding / tesorería,mixto,largo,factoring,true,true,1.63878e+06,0.75,8603.57,15056.3
COMP_0576,GROUP_0044,holding / tesorería,mixto,largo,fx,true,true,3.03011e+07,0.333333,15908.1,22978.3
COMP_0582,GROUP_0159,mayorista / distribución,mixto,12 meses,yield,true,true,32761,1,114.664,343.991
COMP_0584,GROUP_0117,servicios profesionales,servicio,6 meses,yield,true,true,829225,0.541667,2902.29,5325.9
COMP_0586,GROUP_0047,holding / tesorería,producto,largo,factoring,true,true,1.25741e+06,0.291667,6601.4,8526.8
COMP_0587,GROUP_0108,comercio minorista,producto,días,yield,true,true,251.11,0.625,0.878885,1.7715
COMP_0588,GROUP_0218,software / suscripción,servicio,largo,yield,true,true,51951.1,0.208333,181.829,227.602
COMP_0591,GROUP_0185,mayorista / distribución,producto,12 meses,fx,true,true,3.17259e+06,0.208333,1665.61,2084.91
COMP_0592,GROUP_0185,comercio minorista,producto,días,fx,true,true,39259.9,0.25,20.6114,27.0525
COMP_0593,GROUP_0053,mayorista / distribución,producto,12 meses,credit,true,true,88475.8,0.166667,6193.31,7225.52
COMP_0596,GROUP_0212,holding / tesorería,producto,largo,yield,true,true,2021.62,0.666667,7.07567,14.9375
COMP_0597,GROUP_0029,comercio minorista,mixto,días,factoring,true,true,3.03794e+06,0.333333,15949.2,21265.6
COMP_0598,GROUP_0200,hostelería,mixto,6 meses,factoring,true,true,2.91167e+06,0.333333,15286.3,20381.7
COMP_0598,GROUP_0200,hostelería,mixto,6 meses,yield,true,true,3.37455e+06,0.291667,11810.9,16260.5
COMP_0601,GROUP_0070,construcción,producto,6 meses,factoring,true,true,1.84767e+07,0.0416667,97002.7,101044
COMP_0601,GROUP_0070,construcción,producto,6 meses,yield,true,true,476585,1,1668.05,5004.14
COMP_0607,GROUP_0023,mayorista / distribución,producto,12 meses,factoring,true,true,57926.1,0.416667,304.112,430.826
COMP_0607,GROUP_0023,mayorista / distribución,producto,12 meses,yield,true,true,2.06389e+06,0.833333,7223.63,18259.7
COMP_0610,GROUP_0112,comercio minorista,mixto,días,yield,true,true,1.71714e+06,1,6009.97,18029.9
COMP_0611,GROUP_0099,construcción,producto,6 meses,factoring,true,true,184735,0.75,969.86,1697.25
COMP_0611,GROUP_0099,construcción,producto,6 meses,reserve,true,true,2.58951e+06,0.958333,4531.64,13036.3
COMP_0612,GROUP_0218,holding / tesorería,servicio,largo,fx,true,true,2.05322e+06,0.666667,1077.94,2275.65
COMP_0614,GROUP_0218,software / suscripción,servicio,largo,fx,true,true,65734,0.666667,34.5103,72.8552
COMP_0615,GROUP_0079,servicios profesionales,servicio,6 meses,factoring,true,true,1.0097e+07,0.958333,53009.4,103810
COMP_0616,GROUP_0017,comercio minorista,mixto,días,fx,true,true,9.97287e+06,1,5235.76,15707.3
COMP_0618,GROUP_0013,mayorista / distribución,producto,12 meses,factoring,true,true,334447,0.833333,1755.85,3219.05
COMP_0619,GROUP_0039,comercio minorista,servicio,días,factoring,true,true,103048,0.0833333,541,586.083
COMP_0621,GROUP_0211,comercio minorista,producto,días,factoring,true,true,4.03136e+06,0.916667,21164.6,40565.5
COMP_0621,GROUP_0211,comercio minorista,producto,días,fx,true,true,1.9913e+06,0.5,1045.43,1829.51
COMP_0621,GROUP_0211,comercio minorista,producto,días,yield,true,true,4.96697e+06,0.625,17384.4,35040.4
COMP_0625,GROUP_0159,servicios profesionales,mixto,6 meses,yield,true,true,6583.35,1,23.0417,69.1252
COMP_0626,GROUP_0070,comercio minorista,producto,días,yield,true,true,8.58179e+06,1,30036.3,90108.8
COMP_0628,GROUP_0013,comercio minorista,producto,días,factoring,true,true,1.29011e+06,0.791667,6773.05,12135.1
COMP_0628,GROUP_0013,comercio minorista,producto,días,yield,true,true,17772.5,0.916667,62.2039,171.493
COMP_0629,GROUP_0132,comercio minorista,mixto,6 meses,factoring,true,true,1.68788e+06,0.833333,8861.36,16245.8
COMP_0631,GROUP_0222,comercio minorista,producto,días,yield,true,true,18680.9,0.25,65.3833,85.8156
COMP_0633,GROUP_0130,comercio minorista,producto,días,fx,true,true,867606,0.375,455.493,690.357
COMP_0636,GROUP_0037,hostelería,mixto,6 meses,factoring,true,true,3.82134e+06,0.125,20062,22569.8
COMP_0637,GROUP_0132,servicios profesionales,servicio,6 meses,factoring,true,true,2.23054e+06,0.208333,11710.3,14150
COMP_0637,GROUP_0132,servicios profesionales,servicio,6 meses,reserve,true,true,1419.04,1,2.48333,7.44998
COMP_0640,GROUP_0022,servicios profesionales,servicio,6 meses,factoring,true,true,1.0003e+06,0.0833333,5251.57,5689.21
COMP_0640,GROUP_0022,servicios profesionales,servicio,6 meses,yield,true,true,9.78402e+06,1,34244.1,102732
COMP_0641,GROUP_0132,servicios profesionales,mixto,6 meses,factoring,true,true,99496.3,0.375,522.356,718.239
COMP_0645,GROUP_0217,holding / tesorería,mixto,largo,yield,true,true,26854,0.791667,93.9889,227.303
COMP_0646,GROUP_0118,servicios profesionales,servicio,6 meses,factoring,true,true,7.53789e+06,0.75,39573.9,69254.3
COMP_0647,GROUP_0126,transporte / logística,producto,días,factoring,true,true,359918,0.541667,1889.57,2913.09
COMP_0648,GROUP_0053,comercio minorista,mixto,días,yield,true,true,27048.9,0.291667,94.671,130.337
COMP_0649,GROUP_0153,holding / tesorería,producto,largo,factoring,true,true,4.53855e+06,0.583333,23827.4,37726.7
COMP_0650,GROUP_0038,mayorista / distribución,producto,12 meses,yield,true,true,4661.58,0.625,16.3155,32.886
COMP_0652,GROUP_0222,comercio minorista,producto,días,yield,true,true,290372,0.458333,1016.3,1695.6
COMP_0653,GROUP_0128,mayorista / distribución,producto,12 meses,yield,true,true,1.24567e+06,0.625,4359.86,8787.84
COMP_0656,GROUP_0087,mayorista / distribución,mixto,12 meses,fx,true,true,3.03732e+07,0.458333,15945.9,26604.2
COMP_0657,GROUP_0222,comercio minorista,producto,días,yield,true,true,79320.1,0.5,277.62,485.836
COMP_0658,GROUP_0132,transporte / logística,mixto,días,factoring,true,true,2.47673e+06,0.625,13002.8,21129.6
COMP_0658,GROUP_0132,transporte / logística,mixto,días,fx,true,true,6.29799e+06,1,3306.44,9919.33
COMP_0660,GROUP_0175,construcción,producto,6 meses,yield,true,true,49631.1,0.125,173.709,198.137
COMP_0661,GROUP_0222,comercio minorista,mixto,días,yield,true,true,723112,0.5,2530.89,4429.06
COMP_0662,GROUP_0054,construcción,servicio,6 meses,factoring,true,true,1.62308e+06,0.666667,8521.17,14202
COMP_0663,GROUP_0143,servicios profesionales,servicio,6 meses,reserve,true,true,66225.7,0.375,115.895,175.653
COMP_0665,GROUP_0150,construcción,producto,6 meses,factoring,true,true,243155,0.291667,1276.56,1648.89
COMP_0665,GROUP_0150,construcción,producto,6 meses,fx,true,true,1.45443e+07,0.5,7635.77,13362.6
COMP_0666,GROUP_0013,hostelería,mixto,6 meses,factoring,true,true,232016,0.958333,1218.09,2385.42
COMP_0666,GROUP_0013,hostelería,mixto,6 meses,fx,true,true,1.097e+06,0.958333,575.924,1656.78
COMP_0667,GROUP_0068,hostelería,mixto,6 meses,factoring,true,true,94053,0.0416667,493.778,514.352
COMP_0669,GROUP_0007,hostelería,servicio,6 meses,fx,true,true,1.1744e+07,0.333333,6165.63,8905.9
COMP_0669,GROUP_0007,hostelería,servicio,6 meses,reserve,true,true,404909,0.333333,708.59,1023.52
COMP_0670,GROUP_0101,holding / tesorería,servicio,largo,factoring,true,true,91072.1,0.375,478.129,657.427
COMP_0670,GROUP_0101,holding / tesorería,servicio,largo,fx,true,true,459143,0.875,241.05,636.523
COMP_0670,GROUP_0101,holding / tesorería,servicio,largo,yield,true,true,42916.9,1,150.209,450.628
COMP_0671,GROUP_0250,servicios profesionales,servicio,6 meses,factoring,true,true,156824,1,823.325,1646.65
COMP_0671,GROUP_0250,servicios profesionales,servicio,6 meses,yield,true,true,100824,1,352.884,1058.65
COMP_0674,GROUP_0112,software / suscripción,servicio,largo,factoring,true,true,1.07716e+06,0.708333,5655.09,9660.79
COMP_0674,GROUP_0112,software / suscripción,servicio,largo,yield,true,true,1.12421e+06,0.375,3934.75,5963.6
COMP_0675,GROUP_0023,servicios profesionales,servicio,6 meses,factoring,true,true,210045,0.708333,1102.74,1883.84
COMP_0676,GROUP_0104,servicios profesionales,servicio,6 meses,factoring,true,true,54361.4,0.583333,285.397,451.879
COMP_0680,GROUP_0089,comercio minorista,producto,días,fx,true,true,27080.2,0.416667,14.2171,22.6092
COMP_0681,GROUP_0176,mayorista / distribución,mixto,12 meses,yield,true,true,60555.5,0.875,211.944,559.666
COMP_0682,GROUP_0200,energía,mixto,12 meses,factoring,true,true,1.19497e+06,0.25,6273.61,7842.01
COMP_0682,GROUP_0200,energía,mixto,12 meses,yield,true,true,4.23933e+06,0.583333,14837.6,28541.9
COMP_0686,GROUP_0139,software / suscripción,mixto,largo,factoring,true,true,221295,0.291667,1161.8,1500.66
COMP_0687,GROUP_0212,servicios profesionales,servicio,6 meses,yield,true,true,120556,0.166667,421.944,503.989
COMP_0689,GROUP_0200,hostelería,servicio,6 meses,factoring,true,true,160459,0.375,842.409,1158.31
COMP_0689,GROUP_0200,hostelería,servicio,6 meses,yield,true,true,36374.4,0.75,127.311,294.406
COMP_0691,GROUP_0010,servicios profesionales,servicio,6 meses,factoring,true,true,78445,0.291667,411.836,531.955
COMP_0692,GROUP_0108,holding / tesorería,producto,largo,fx,true,true,28883.2,0.208333,15.1637,18.9809
COMP_0693,GROUP_0116,holding / tesorería,servicio,largo,fx,true,true,2.34442e+07,1,12308.2,36924.6
COMP_0695,GROUP_0084,transporte / logística,producto,días,factoring,true,true,302082,0.666667,1585.93,2643.21
COMP_0695,GROUP_0084,transporte / logística,producto,días,yield,true,true,68396.5,0.333333,239.388,345.782
COMP_0697,GROUP_0132,alquiler / inmobiliario,servicio,largo,factoring,true,true,2.10095e+06,0.416667,11030,15625.8
COMP_0708,GROUP_0196,hostelería,producto,6 meses,yield,true,true,2.1529e+06,0.25,7535.16,9889.89
COMP_0709,GROUP_0040,comercio minorista,producto,días,factoring,true,true,213587,0.291667,1121.33,1448.39
COMP_0713,GROUP_0023,comercio minorista,producto,días,fx,true,true,134336,0.375,70.5266,106.892
COMP_0716,GROUP_0178,comercio minorista,producto,días,yield,true,true,579474,0.291667,2028.16,2792.24
COMP_0717,GROUP_0020,holding / tesorería,producto,largo,yield,true,true,82.78,0.583333,0.28973,0.557328
COMP_0719,GROUP_0068,mayorista / distribución,producto,12 meses,factoring,true,true,570061,0.541667,2992.82,4613.93
COMP_0721,GROUP_0113,comercio minorista,producto,días,yield,true,true,424812,0.0416667,1486.84,1551.38
COMP_0723,GROUP_0230,mayorista / distribución,mixto,12 meses,factoring,true,true,122857,0.375,644.997,886.871
COMP_0725,GROUP_0222,comercio minorista,producto,días,yield,true,true,702191,0.583333,2457.67,4727.6
COMP_0726,GROUP_0055,servicios profesionales,servicio,6 meses,factoring,true,true,155940,0.25,818.686,1023.36
COMP_0728,GROUP_0183,mayorista / distribución,mixto,12 meses,factoring,true,true,733795,0.583333,3852.43,6099.67
COMP_0730,GROUP_0041,comercio minorista,producto,días,fx,true,true,1.41428e+07,0.375,7424.96,11253.5
COMP_0731,GROUP_0149,mayorista / distribución,mixto,12 meses,factoring,true,true,142484,0.208333,748.039,903.88
COMP_0731,GROUP_0149,mayorista / distribución,mixto,12 meses,yield,true,true,4393.77,0.208333,15.3782,19.2494
COMP_0732,GROUP_0022,servicios profesionales,mixto,6 meses,yield,true,true,2860.45,1,10.0116,30.0347
COMP_0737,GROUP_0205,servicios profesionales,servicio,6 meses,factoring,true,true,57336.6,0.875,301.017,564.407
COMP_0737,GROUP_0205,servicios profesionales,servicio,6 meses,yield,true,true,108889,0.958333,381.111,1096.36
COMP_0739,GROUP_0187,servicios profesionales,servicio,6 meses,yield,true,true,20860.8,0.791667,73.0127,176.574
COMP_0740,GROUP_0044,comercio minorista,mixto,6 meses,factoring,true,true,212500,0.208333,1115.62,1348.05
COMP_0740,GROUP_0044,comercio minorista,mixto,6 meses,fx,true,true,194096,0.333333,101.901,147.19
COMP_0741,GROUP_0013,comercio minorista,mixto,días,yield,true,true,44836,0.375,156.926,237.841
COMP_0742,GROUP_0047,holding / tesorería,mixto,largo,fx,true,true,311889,0.0833333,163.741,178.524
COMP_0742,GROUP_0047,holding / tesorería,mixto,largo,reserve,true,true,892250,0.291667,1561.44,2149.69
COMP_0743,GROUP_0033,software / suscripción,servicio,largo,factoring,true,true,91357.2,0.0833333,479.625,519.594
COMP_0743,GROUP_0033,software / suscripción,servicio,largo,fx,true,true,5528.28,0.0416667,2.90234,3.02831
COMP_0743,GROUP_0033,software / suscripción,servicio,largo,yield,true,true,712840,0.458333,2494.94,4162.56
COMP_0744,GROUP_0032,comercio minorista,producto,días,fx,true,true,50.8253,0.125,0.0266833,0.0304356
COMP_0744,GROUP_0032,comercio minorista,producto,días,yield,true,true,76713.4,0.125,268.497,306.254
COMP_0746,GROUP_0222,comercio minorista,producto,días,yield,true,true,67936.1,0.5,237.776,416.108
COMP_0748,GROUP_0074,comercio minorista,producto,días,fx,true,true,2.49437e+07,1,13095.4,39286.3
COMP_0753,GROUP_0170,holding / tesorería,mixto,largo,yield,true,true,991515,0.375,3470.3,5259.68
COMP_0754,GROUP_0211,comercio minorista,producto,días,fx,true,true,1.53345e+06,0.666667,805.063,1699.58
COMP_0756,GROUP_0104,comercio minorista,producto,días,factoring,true,true,575747,1,3022.67,6045.34
COMP_0757,GROUP_0133,servicios profesionales,mixto,6 meses,factoring,true,true,1.64704e+06,0.0833333,8646.95,9367.53
COMP_0761,GROUP_0199,holding / tesorería,producto,largo,fx,true,true,1.61737e+08,0.708333,84912,187661
COMP_0764,GROUP_0022,servicios profesionales,mixto,6 meses,factoring,true,true,231998,0.125,1217.99,1370.24
COMP_0765,GROUP_0016,comercio minorista,producto,días,fx,true,true,1.31338e+06,0.875,689.527,1820.78
COMP_0768,GROUP_0127,servicios profesionales,servicio,6 meses,yield,true,true,13906.4,0.541667,48.6725,89.3175
COMP_0770,GROUP_0082,mayorista / distribución,producto,12 meses,factoring,true,true,54092,0.25,283.983,354.979
COMP_0772,GROUP_0023,comercio minorista,producto,días,yield,true,true,202502,0.875,708.755,1871.56
COMP_0773,GROUP_0112,servicios profesionales,servicio,6 meses,factoring,true,true,8.794e+06,1,46168.5,92337
COMP_0775,GROUP_0211,comercio minorista,producto,días,factoring,true,true,1.55599e+06,0.458333,8168.97,11913.1
COMP_0775,GROUP_0211,comercio minorista,producto,días,fx,true,true,18035.4,0.666667,9.46857,19.9892
COMP_0775,GROUP_0211,comercio minorista,producto,días,yield,true,true,483761,0.541667,1693.16,3107.07
COMP_0778,GROUP_0238,mayorista / distribución,mixto,12 meses,factoring,true,true,1.89963e+06,0.541667,9973.08,15375.2
COMP_0779,GROUP_0108,holding / tesorería,producto,largo,yield,true,true,26216.3,0.708333,91.7569,202.789
COMP_0783,GROUP_0122,servicios profesionales,servicio,6 meses,factoring,true,true,1.14289e+06,0.333333,6000.18,8000.24
COMP_0784,GROUP_0149,mayorista / distribución,producto,12 meses,factoring,true,true,182844,0.125,959.931,1079.92
COMP_0787,GROUP_0008,construcción,mixto,6 meses,factoring,true,true,205745,0.0833333,1080.16,1170.17
COMP_0790,GROUP_0210,hostelería,producto,6 meses,yield,true,true,1.02714e+06,0.916667,3595.01,9911.23
COMP_0791,GROUP_0065,comercio minorista,producto,días,yield,true,true,39648.3,0.166667,138.769,165.752
COMP_0792,GROUP_0070,comercio minorista,producto,días,yield,true,true,4.4012e+06,1,15404.2,46212.6
COMP_0795,GROUP_0039,comercio minorista,servicio,días,factoring,true,true,119752,0.166667,628.697,733.48
COMP_0795,GROUP_0039,comercio minorista,servicio,días,yield,true,true,160841,0.208333,562.944,704.657
COMP_0796,GROUP_0160,hostelería,producto,6 meses,credit,true,true,1592.24,0.0416667,111.457,116.101
COMP_0796,GROUP_0160,hostelería,producto,6 meses,yield,true,true,893983,1,3128.94,9386.82
COMP_0798,GROUP_0057,industria,mixto,12 meses,factoring,true,true,133402,0.125,700.363,787.909
COMP_0799,GROUP_0183,comercio minorista,mixto,días,fx,true,true,9.63025e+06,0.416667,5055.88,8040.26
COMP_0801,GROUP_0023,mayorista / distribución,mixto,12 meses,credit,true,true,917.909,0.708333,64.2536,109.767
COMP_0803,GROUP_0231,software / suscripción,servicio,largo,factoring,true,true,1.66466e+06,0.333333,8739.46,11652.6
COMP_0805,GROUP_0213,holding / tesorería,producto,largo,factoring,true,true,1.00017e+06,0.5,5250.89,7876.34
COMP_0805,GROUP_0213,holding / tesorería,producto,largo,yield,true,true,290094,0.541667,1015.33,1863.2
COMP_0808,GROUP_0015,servicios profesionales,servicio,6 meses,factoring,true,true,3.05041e+06,0.708333,16014.7,27358.4
COMP_0809,GROUP_0250,mayorista / distribución,mixto,12 meses,factoring,true,true,204864,0.125,1075.53,1209.98
COMP_0812,GROUP_0160,hostelería,servicio,6 meses,yield,true,true,7218.78,0.916667,25.2657,69.6562
COMP_0813,GROUP_0155,mayorista / distribución,mixto,12 meses,factoring,true,true,5.13962e+06,0.375,26983,37101.6
COMP_0815,GROUP_0250,holding / tesorería,producto,largo,yield,true,true,80956.6,1,283.348,850.045
COMP_0817,GROUP_0070,comercio minorista,producto,días,yield,true,true,343934,1,1203.77,3611.31
COMP_0819,GROUP_0250,servicios profesionales,servicio,6 meses,factoring,true,true,1.65643e+06,0.541667,8696.25,13406.7
COMP_0825,GROUP_0043,comercio minorista,producto,días,yield,true,true,135106,1,472.872,1418.62
COMP_0826,GROUP_0250,holding / tesorería,producto,largo,yield,true,true,71904.6,1,251.666,754.999
COMP_0828,GROUP_0016,construcción,producto,6 meses,factoring,true,true,213715,0.708333,1122.01,1916.76
