company_id,group_id,business_kind,sector_set,n_sectors,top_sector,top_sector_score,tenor,product_fit,kind_score,goods_score,service_score,regime_id,regime_label,confidence,n_tx,n_cat_tx,has_invoices,uncat_share,has_tpv,has_confirming,has_factoring,has_saving,has_lineofcredit,payroll_share,pos_cash_share,dso,dpo,n_customers,hhi_ar,goods_docs,service_tokens,runway_m
COMP_0241,GROUP_0050,mixto,construcción | servicios profesionales,2,construcción,0.516437,6 meses,Reserve · póliza | Yield · barrido,0.00987677,0.238815,0.248692,0,seguridad social + nóminas,0.0665614,6144,1391,false,0.8987,0,0,0,0,0,0.0101518,0,,,,,,,0.62593
COMP_0242,GROUP_0108,mixto,,0,,,,,-0.0609086,0.176468,0.11556,2,cobros,0.372094,31,31,true,0,0,0,0,0,0,0,0,30,24.5,1,1,0,0,0.350447
COMP_0243,GROUP_0170,servicio,comercio minorista,1,comercio minorista,0.528594,días,Reserve · póliza | FX Shield | Yield · barrido,0.186612,0.61889,0.805502,3,liquidación de efectivo + retirada de efectivo,0.110333,9872,8009,false,0.105256,0,0,0,0,0,0.0648033,0.0414903,,,,,,,0.874898
COMP_0244,GROUP_0212,servicio,servicios profesionales,1,servicios profesionales,0.548419,6 meses,Reserve · póliza | Yield · barrido,0.475718,0.483637,0.959355,0,seguridad social + nóminas,0.036161,4071,3851,false,0.00528421,0,0,0,0,0,0.306021,0.00308532,,,,,,,0.132529
COMP_0245,GROUP_0096,servicio,servicios profesionales,1,servicios profesionales,0.912926,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.75284,0.133489,0.886329,0,seguridad social + nóminas,0.253979,226,174,true,0.00277937,0,0,0,0,0,0.760202,0,0,4,3,1,0,0.735849,0.970858
COMP_0246,GROUP_0213,mixto,construcción | comercio minorista,2,construcción,0.75,6 meses,Reserve · póliza | Yield · barrido | Factoring | FX Shield,-0.0466171,0.5263,0.479683,3,liquidación de efectivo + retirada de efectivo,0.339042,2621,2421,true,0.0704499,0,0,0,0,1,8.87989e-05,0.0913328,5,43,164,0.015154,0,0.0004004,4.24648
COMP_0247,GROUP_0218,producto,software / suscripción | servicios profesionales,2,software / suscripción,0.78,largo,Yield · barrido | Factoring | Reserve · póliza | FX Shield,-0.142499,0.450843,0.308344,2,cobros,0.160512,1175,343,true,0.341837,0,0,0,0,0,0,0.000318851,30,30,25,0.301452,0,0.0602056,1.84536
COMP_0248,GROUP_0095,servicio,hostelería | energía | construcción,3,hostelería,0.78,6 meses,Reserve · póliza | Factoring | FX Shield | Seguro de cobro,0.0729095,0.638518,0.711428,1,liquidación TPV + cobros masivos,0.0741342,4042,3281,true,0.0940142,0,1,0,0,1,0.0762557,0.00742871,43,30,152,0.0895467,0,0.000527148,0.706223
COMP_0249,GROUP_0194,producto,construcción | mayorista / distribución,2,construcción,0.582247,6 meses,Reserve · póliza,-0.238107,0.30551,0.0674027,2,cobros,0.320427,493,110,false,0.734877,0,0,0,0,0,0,0,,,,,,,0.862382
COMP_0250,GROUP_0065,servicio,alquiler / inmobiliario,1,alquiler / inmobiliario,0.78,largo,Yield · barrido | Reserve · póliza | Seguro de cobro,0.24773,0.431164,0.678894,3,liquidación de efectivo + retirada de efectivo,0.073571,1463,1253,true,0.0319886,0,0,0,0,0,0.000244495,0.0109058,14,24,223,0.27197,0,0.448911,1.2354
COMP_0251,GROUP_0170,servicio,servicios profesionales,1,servicios profesionales,0.489872,6 meses,Yield · barrido | Reserve · póliza,0.108513,0.0963132,0.204826,2,cobros,0.371562,639,182,false,0.791596,0,0,0,0,0,0,0,,,,,,,1.10465
COMP_0252,GROUP_0179,insuficiente,,0,,,,,,,,,sin cobertura,,463,5,false,0.984404,0,0,0,0,0,0,0,,,,,,,-0.196447
COMP_0253,GROUP_0055,mixto,software / suscripción,1,software / suscripción,0.78,largo,Reserve · póliza | FX Shield | Yield · barrido,0.0404523,0.362335,0.402788,0,seguridad social + nóminas,0.198331,583,319,true,0.00469661,0,0,0,0,0,0.218238,0.000275264,29,49,26,0.970182,0,0,0.937734
COMP_0254,GROUP_0158,servicio,holding / tesorería,1,holding / tesorería,0.523923,largo,Reserve · póliza | FX Shield | Yield · barrido,0.163338,0.482601,0.64594,0,seguridad social + nóminas,0.116754,1488,1123,false,0.118374,0,0,0,0,0,0.0647921,0.00784666,,,,,,,-3.94866e-16
COMP_0255,GROUP_0025,servicio,alquiler / inmobiliario | servicios profesionales,2,alquiler / inmobiliario,0.78,largo,Reserve · póliza | Yield · barrido | Factoring | Seguro de cobro,0.485828,0.415793,0.901621,0,seguridad social + nóminas,0.0615939,3024,2523,true,0.0652125,0,0,0,0,1,0.48157,0.00840005,30,25,166,0.0713677,0,0.034979,0.575535
COMP_0256,GROUP_0170,servicio,servicios profesionales,1,servicios profesionales,0.489872,6 meses,Yield · barrido | Reserve · póliza,0.0790735,0.122825,0.201899,2,cobros,0.453755,214,198,false,0.211355,0,0,0,0,0,0,0,,,,,,,104.586
COMP_0257,GROUP_0023,servicio,hostelería,1,hostelería,0.491259,6 meses,Yield · barrido | Reserve · póliza | FX Shield,0.0922446,0.473228,0.565473,1,liquidación TPV + cobros masivos,0.0885624,3823,3622,true,0.0333738,0,0,0,0,0,0.152222,0.0196776,14,20,347,0.464962,0,0,2.10992
COMP_0258,GROUP_0078,mixto,construcción,1,construcción,0.521449,6 meses,Reserve · póliza,0.0313347,0.189519,0.220854,2,cobros,0.0222786,159,146,false,0.29715,0,0,0,0,0,0.00612411,2.68985e-05,,,,,,,1.12921
COMP_0259,GROUP_0198,servicio,servicios profesionales,1,servicios profesionales,0.72,6 meses,Factoring | Yield · barrido | Reserve · póliza,0.333796,0.235551,0.569347,2,cobros,0.0857518,106,96,true,0.0510439,0,0,0,0,0,0,0.000183573,0,46,3,1,0,0.641509,
COMP_0260,GROUP_0087,insuficiente,,0,,,,,,,,,sin cobertura,,49,5,false,0.774497,0,0,0,0,0,0,0,,,,,,,0.00566557
COMP_0261,GROUP_0086,producto,mayorista / distribución | construcción,2,mayorista / distribución,0.61822,12 meses,Reserve · póliza,-0.33267,0.547846,0.215176,2,cobros,0.048993,303,296,false,0.00023409,0,0,0,0,0,0.00333706,4.47328e-06,,,,,,,
COMP_0262,GROUP_0211,producto,comercio minorista,1,comercio minorista,0.697972,días,Reserve · póliza | FX Shield | Yield · barrido,-0.109336,0.449075,0.339739,3,liquidación de efectivo + retirada de efectivo,0.0801728,5743,1843,true,0.938386,0,0,0,0,0,0,0.0227068,31,30,359,0.037322,0,0.00540541,0.763713
COMP_0263,GROUP_0250,mixto,holding / tesorería,1,holding / tesorería,0.863549,largo,Yield · barrido | FX Shield | Reserve · póliza,0.0198999,0.193336,0.213236,2,cobros,0.257747,98,94,true,0.000528671,0,0,0,0,0,0,0,7,55,2,0.8891,0,0,51.5086
COMP_0264,GROUP_0066,servicio,servicios profesionales,1,servicios profesionales,0.475626,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.205057,0.122519,0.327576,2,cobros,0.274461,369,60,true,0.542847,0,0,0,0,0,0,0,,0,0,,0,0,0.205201
COMP_0265,GROUP_0033,servicio,servicios profesionales,1,servicios profesionales,0.762712,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.360037,0.364212,0.724249,0,seguridad social + nóminas,0.310362,543,440,true,0.0170273,0,0,0,0,0,0.366504,0,30,2,11,0.447101,0,0.237968,0.355988
COMP_0266,GROUP_0016,servicio,comercio minorista,1,comercio minorista,0.550963,días,Reserve · póliza | FX Shield | Yield · barrido,0.204228,0.468931,0.673159,3,liquidación de efectivo + retirada de efectivo,0.18986,1482,977,false,0.105116,0,0,0,0,0,0.00801779,0.0207705,,,,,,,0.170644
COMP_0267,GROUP_0155,servicio,servicios profesionales,1,servicios profesionales,0.701801,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.570258,0.391986,0.962244,0,seguridad social + nóminas,0.223963,2291,2070,true,0.00837608,0,0,0,0,0,0.406277,6.66255e-05,15,15,28,0.371551,0,0.161723,0.0295752
COMP_0268,GROUP_0094,mixto,comercio minorista,1,comercio minorista,0.650273,días,Reserve · póliza | FX Shield | Yield · barrido,-0.0340798,0.294989,0.260909,3,liquidación de efectivo + retirada de efectivo,0.137319,3881,1282,true,0.798005,0,0,0,0,0,0,0.0150308,30,23,1080,0.0755955,0,0,0.305185
COMP_0269,GROUP_0156,producto,holding / tesorería | comercio minorista,2,holding / tesorería,0.758725,largo,Yield · barrido | Reserve · póliza | FX Shield,-0.220357,0.383409,0.163052,2,cobros,0.0389996,1536,829,true,0.336858,0,1,1,0,1,0,0.000705341,,,2,0.500673,0,0,
COMP_0270,GROUP_0116,servicio,holding / tesorería | servicios profesionales,2,holding / tesorería,0.725457,largo,Yield · barrido | Factoring | Reserve · póliza | FX Shield,0.417772,0.171747,0.589519,2,cobros,0.184132,543,158,true,0.479151,0,0,0,0,0,0.012928,0,44,19,81,0.747698,0,0.00325733,1.09736
COMP_0271,GROUP_0138,servicio,comercio minorista | holding / tesorería,2,comercio minorista,0.555106,días,Reserve · póliza | Yield · barrido | FX Shield,0.119275,0.517813,0.637088,1,liquidación TPV + cobros masivos,0.171366,19249,17909,false,0.0928772,0,0,0,0,1,0.0029176,0.0157747,,,,,,,0.110986
COMP_0272,GROUP_0017,servicio,servicios profesionales,1,servicios profesionales,0.565403,6 meses,Reserve · póliza | Yield · barrido,0.233311,0.138774,0.372085,0,seguridad social + nóminas,0.00488277,181,163,false,0.113847,0,0,0,0,0,0.0209998,0,,,,,,,0.169754
COMP_0273,GROUP_0155,servicio,servicios profesionales,1,servicios profesionales,0.654807,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.218508,0.3175,0.536007,2,cobros,0.326517,178,144,true,0.000735953,0,0,0,0,0,0.000640281,0,5,33.5,3,0.481947,0,0.153846,0.00766922
COMP_0274,GROUP_0097,producto,holding / tesorería,1,holding / tesorería,0.752589,largo,Yield · barrido | FX Shield | Reserve · póliza,-0.27589,0.336578,0.0606882,2,cobros,0.226038,164,137,false,0.377059,0,0,0,0,0,0,0,,,,,,,9.90801
COMP_0275,GROUP_0060,insuficiente,,0,,,,,,,,,sin cobertura,,125,17,true,0.799635,0,0,0,0,0,0,0,30,30,3,0.46336,0,0.227273,0.291865
COMP_0276,GROUP_0199,mixto,,0,,,,,-0.043082,0.115162,0.0720795,2,cobros,0.251913,932,27,false,0.973868,0,0,0,0,0,0,0,,,,,,,0.0792676
COMP_0277,GROUP_0236,servicio,holding / tesorería | servicios profesionales,2,holding / tesorería,0.554992,largo,Reserve · póliza | Yield · barrido | FX Shield,0.351496,0.387531,0.739027,0,seguridad social + nóminas,0.242015,1434,1190,false,0.0776859,0,0,0,0,1,0.069865,7.55269e-05,,,,,,,0.45754
COMP_0278,GROUP_0162,mixto,comercio minorista,1,comercio minorista,0.592121,días,Reserve · póliza | FX Shield | Yield · barrido,-0.01417,0.483633,0.469463,3,liquidación de efectivo + retirada de efectivo,0.187903,1757,540,true,0.645463,0,0,0,0,0,0.00408593,0.055987,41,32,122,0.0356019,0,0,0.489399
COMP_0279,GROUP_0022,mixto,holding / tesorería | alquiler / inmobiliario,2,holding / tesorería,0.848934,largo,Yield · barrido | Reserve · póliza | FX Shield | Seguro de cobro,0.0498852,0.316876,0.366761,2,cobros,0.276689,72,57,true,9.48667e-06,0,0,0,0,0,0,0,186,221,3,0.576991,0,0.58,689.559
COMP_0280,GROUP_0107,mixto,,0,,,,,-0.0423713,0.157575,0.115203,2,cobros,0.339072,1789,184,true,0.955413,0,0,0,0,0,0,0,67.5,30,102,0.286237,0,0,0.585715
COMP_0281,GROUP_0127,servicio,comercio minorista,1,comercio minorista,0.534807,días,Reserve · póliza | FX Shield | Yield · barrido,0.170111,0.527548,0.697659,1,liquidación TPV + cobros masivos,0.18315,2591,2012,false,0.0702417,0,0,0,0,1,0.0124182,0.0172801,,,,,,,0.412548
COMP_0282,GROUP_0187,servicio,servicios profesionales,1,servicios profesionales,0.573274,6 meses,Reserve · póliza | Yield · barrido,0.487909,0.393331,0.88124,0,seguridad social + nóminas,0.183511,8704,5297,false,0.101823,0,0,0,0,0,0.306918,0.000109061,,,,,,,0.253964
COMP_0283,GROUP_0089,servicio,servicios profesionales,1,servicios profesionales,0.516602,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.0781267,0.197445,0.275572,2,cobros,0.164691,10521,10043,true,0.716032,0,0,0,0,0,0,1.46679e-05,20,10,92,0.134798,0,0.00634249,2.02169
COMP_0284,GROUP_0163,mixto,servicios profesionales,1,servicios profesionales,0.460325,6 meses,Factoring | Reserve · póliza | Yield · barrido,-0.0679879,0.248749,0.180761,2,cobros,0.369241,46,46,true,0,0,0,0,0,0,1.9347e-05,0,,26.5,0,,0,0,0.145416
COMP_0285,GROUP_0205,mixto,mayorista / distribución,1,mayorista / distribución,0.525552,12 meses,Reserve · póliza,-0.0325095,0.346313,0.313804,2,cobros,0.396229,60,60,false,0,0,0,0,0,0,0,0,,,,,,,0.00400218
COMP_0286,GROUP_0203,mixto,comercio minorista,1,comercio minorista,0.518258,días,Reserve · póliza | FX Shield | Yield · barrido,-0.0378874,0.509166,0.471279,0,seguridad social + nóminas,0.101798,246,243,true,0.000113283,0,0,0,0,1,0.0501741,0.00562062,,6,1,1,0,0,-0.377408
COMP_0287,GROUP_0231,servicio,software / suscripción | servicios profesionales,2,software / suscripción,0.78,largo,Reserve · póliza | Yield · barrido | Factoring | FX Shield,0.141804,0.276129,0.417933,2,cobros,0.354179,161,150,true,0.219249,0,0,0,0,0,0,0,47,33,3,0.641977,0,0.504202,0.0182101
COMP_0288,GROUP_0075,mixto,comercio minorista,1,comercio minorista,0.578324,días,Reserve · póliza | Yield · barrido | FX Shield,-0.0050307,0.392088,0.387057,3,liquidación de efectivo + retirada de efectivo,0.0745726,3062,1554,false,0.268071,0,0,0,0,1,0.0238426,0.0122794,,,,,,,
COMP_0289,GROUP_0142,producto,comercio minorista,1,comercio minorista,0.694592,días,Yield · barrido | Reserve · póliza | FX Shield,-0.094034,0.553613,0.459579,3,liquidación de efectivo + retirada de efectivo,0.18461,1152,1028,true,0.129925,0,0,0,0,0,0.0393453,0.0276788,2,34,14,0.67418,0,0,2.19583
COMP_0290,GROUP_0053,servicio,comercio minorista,1,comercio minorista,0.657252,días,Reserve · póliza | FX Shield | Yield · barrido,0.072309,0.481967,0.554276,3,liquidación de efectivo + retirada de efectivo,0.0299625,2682,1566,true,0.114361,0,0,0,0,0,0.0589608,0.129648,0,1,330,0.699383,0,0,0.695377
COMP_0291,GROUP_0104,servicio,holding / tesorería,1,holding / tesorería,0.564149,largo,Yield · barrido | FX Shield | Reserve · póliza,0.0760393,0.440976,0.517015,3,liquidación de efectivo + retirada de efectivo,0.0736796,201,180,true,0.0169118,0,0,0,0,0,0.124353,0.0114042,74,65,13,0.271906,0,0,8.67239
COMP_0292,GROUP_0199,producto,comercio minorista,1,comercio minorista,0.835387,días,Reserve · póliza | FX Shield | Yield · barrido,-0.338907,0.446355,0.107448,3,liquidación de efectivo + retirada de efectivo,0.15413,1166,471,false,0.39084,0,0,0,0,0,0,0.0532228,,,,,,,0.0061622
COMP_0293,GROUP_0126,producto,transporte / logística | holding / tesorería,2,transporte / logística,0.78,días,Reserve · póliza | Factoring | FX Shield | Yield · barrido,-0.335721,0.476704,0.140983,3,liquidación de efectivo + retirada de efectivo,0.0936527,1431,1408,true,0.0186108,0,0,0,0,0,2.11081e-08,0.00373185,34,42.5,16,0.640303,0,0,0.270512
COMP_0294,GROUP_0217,producto,mayorista / distribución,1,mayorista / distribución,0.470704,12 meses,Factoring | Confirming | Yield · barrido | Reserve · póliza,-0.104839,0.205058,0.100219,2,cobros,0.303679,57,51,true,0.00236738,0,0,0,0,0,0,0,31,30,3,0.333333,0,0,2031.54
COMP_0295,GROUP_0039,mixto,comercio minorista | hostelería,2,comercio minorista,0.629627,días,Reserve · póliza | Yield · barrido | FX Shield,0.0178388,0.364564,0.382403,0,seguridad social + nóminas,0.0724661,345,262,true,0.362555,0,0,0,0,0,0.139611,0.025774,0,2,14,0.949934,0,0,0.795466
COMP_0296,GROUP_0199,servicio,servicios profesionales,1,servicios profesionales,0.627679,6 meses,Yield · barrido | Reserve · póliza,0.305855,0.163215,0.46907,0,seguridad social + nóminas,0.187943,63,58,false,0,0,0,0,0,0,0.254529,0,,,,,,,12.5485
COMP_0297,GROUP_0011,servicio,hostelería | comercio minorista | transporte / logística,3,hostelería,0.548426,días,Reserve · póliza | Yield · barrido | FX Shield,0.127309,0.607912,0.735221,3,liquidación de efectivo + retirada de efectivo,0.127605,416,306,false,0.201762,0,0,0,0,0,0.227911,0.114629,,,,,,,0.419631
COMP_0298,GROUP_0063,servicio,servicios profesionales,1,servicios profesionales,0.598957,6 meses,Reserve · póliza | Yield · barrido,0.671803,0.181442,0.853245,0,seguridad social + nóminas,0.281704,325,266,false,0.00633063,0,0,0,0,0,0.0950575,0,,,,,,,0.27743
COMP_0299,GROUP_0087,servicio,servicios profesionales,1,servicios profesionales,0.550766,6 meses,Reserve · póliza | Yield · barrido,0.26201,0.135046,0.397056,2,cobros,0.202885,812,195,false,0.72747,0,0,0,0,0,0.00800196,0,,,,,,,0.0510539
COMP_0300,GROUP_0144,servicio,servicios profesionales | holding / tesorería,2,servicios profesionales,0.675128,6 meses,Reserve · póliza | Yield · barrido | Factoring | FX Shield,0.199005,0.412554,0.611559,0,seguridad social + nóminas,0.340239,894,750,true,0.0635231,0,0,0,0,0,0.12587,0,30,14,10,0.387584,0,0.00273973,0.546373
COMP_0301,GROUP_0009,servicio,comercio minorista | hostelería,2,comercio minorista,0.503324,días,Yield · barrido | Reserve · póliza | FX Shield,0.414532,0.41135,0.825882,0,seguridad social + nóminas,0.0340112,878,755,false,0.239537,0,0,0,0,0,0.123866,0.0454973,,,,,,,3.67756
COMP_0302,GROUP_0243,servicio,servicios profesionales,1,servicios profesionales,0.489457,6 meses,Reserve · póliza | Yield · barrido,0.120702,0.237365,0.358067,2,cobros,0.421806,241,128,false,0.624688,0,0,0,0,0,0,0,,,,,,,0.000880556
COMP_0303,GROUP_0239,servicio,servicios profesionales,1,servicios profesionales,0.508375,6 meses,Reserve · póliza | Yield · barrido,0.257532,0.561516,0.819048,1,liquidación TPV + cobros masivos,0.0623931,4713,4500,false,0.0564614,0,0,0,0,0,0.0886361,0.00518717,,,,,,,-6.81033e-18
COMP_0304,GROUP_0127,servicio,comercio minorista,1,comercio minorista,0.552206,días,Reserve · póliza | FX Shield | Yield · barrido,0.172552,0.538111,0.710663,1,liquidación TPV + cobros masivos,0.200704,3526,3348,false,0.0313976,0,0,0,0,1,0.0112897,0.0232478,,,,,,,0.836591
COMP_0305,GROUP_0184,servicio,comercio minorista,1,comercio minorista,0.503117,días,Reserve · póliza | FX Shield | Yield · barrido,0.286992,0.495029,0.782021,1,liquidación TPV + cobros masivos,0.0411065,13833,12904,false,0.0737951,0,0,0,0,0,0.0375404,0.0154454,,,,,,,0.117144
COMP_0306,GROUP_0094,servicio,hostelería | software / suscripción | servicios profesionales,3,hostelería,0.78,6 meses,Yield · barrido | Reserve · póliza | FX Shield | Factoring,0.271275,0.37819,0.649465,3,liquidación de efectivo + retirada de efectivo,0.0374661,2354,1516,true,0.609885,0,0,0,0,0,0.120852,0.00583128,30,16,340,0.0109202,0,0.0518919,
COMP_0307,GROUP_0112,insuficiente,,0,,,,,,,,,sin cobertura,,239,21,true,0.556896,0,0,0,0,0,0,0.997848,49.5,54,4,0.971393,0,0,
COMP_0308,GROUP_0250,servicio,holding / tesorería,1,holding / tesorería,0.562345,largo,Reserve · póliza | FX Shield | Yield · barrido,0.148732,0.380613,0.529344,3,liquidación de efectivo + retirada de efectivo,0.0760689,2020,1927,true,0.000420877,0,0,0,0,1,0.0425233,0.00247514,42.5,48,155,0.727541,0,0,0.723439
COMP_0309,GROUP_0250,mixto,holding / tesorería,1,holding / tesorería,0.847636,largo,Yield · barrido | FX Shield | Reserve · póliza,0.00850449,0.214186,0.222691,2,cobros,0.252471,97,93,true,0.000527974,0,0,0,0,0,0,0,6,55,2,0.892701,0,0,51.3288
COMP_0310,GROUP_0158,servicio,holding / tesorería,1,holding / tesorería,0.714064,largo,Reserve · póliza | FX Shield | Yield · barrido,0.130579,0.225559,0.356138,2,cobros,0.259581,447,436,false,0.00134969,0,0,0,0,0,0.000655387,0,,,,,,,-2.73701e-14
COMP_0311,GROUP_0175,servicio,holding / tesorería | hostelería | software / suscripción,3,holding / tesorería,0.81416,largo,Yield · barrido | FX Shield | Reserve · póliza,0.322096,0.186286,0.508382,2,cobros,0.181402,1653,383,true,0.510526,0,0,0,0,0,0,0,29,3,330,0.11117,0,0.0843816,2.72183
COMP_0312,GROUP_0194,servicio,comercio minorista,1,comercio minorista,0.64127,días,Reserve · póliza | Yield · barrido | FX Shield,0.148653,0.56483,0.713483,3,liquidación de efectivo + retirada de efectivo,0.274243,1684,1129,false,0.786485,0,0,0,0,0,0.0144548,0.222782,,,,,,,
COMP_0313,GROUP_0094,mixto,servicios profesionales,1,servicios profesionales,0.562064,6 meses,Yield · barrido | Factoring | Reserve · póliza,-0.00427681,0.453331,0.449054,0,seguridad social + nóminas,0.107816,805,766,true,0.161887,0,0,0,0,0,0.00781555,4.09822e-09,0,27,20,0.515098,0,0.0783505,2.91077
COMP_0314,GROUP_0101,servicio,servicios profesionales,1,servicios profesionales,0.63692,6 meses,Factoring | Yield · barrido | Reserve · póliza,0.343963,0.165446,0.509409,2,cobros,0.193008,632,181,true,0.755565,0,0,0,0,0,0.00434781,0,12,28,11,1,0,0.0399693,1.82931
COMP_0315,GROUP_0064,producto,mayorista / distribución | construcción,2,mayorista / distribución,0.573619,12 meses,Reserve · póliza,-0.224822,0.354391,0.129569,2,cobros,0.415667,38,29,false,2.44024e-05,0,0,0,0,0,0,0,,,,,,,0.0411879
COMP_0316,GROUP_0150,mixto,holding / tesorería | hostelería,2,holding / tesorería,0.550935,largo,Reserve · póliza | Yield · barrido | FX Shield,-0.0130297,0.455524,0.442494,0,seguridad social + nóminas,0.119182,1247,936,true,0.354267,0,0,0,0,0,0.142877,0.000564974,22,27,103,0.0923873,0,0,0.0138632
COMP_0317,GROUP_0170,servicio,servicios profesionales,1,servicios profesionales,0.602962,6 meses,Yield · barrido | Reserve · póliza,0.641466,0.123239,0.764706,0,seguridad social + nóminas,0.0430148,51,28,false,0.279999,0,0,0,0,0,0.11203,0,,,,,,,107.141
COMP_0318,GROUP_0226,servicio,servicios profesionales,1,servicios profesionales,0.622765,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.447649,0.203928,0.651577,0,seguridad social + nóminas,0.33385,339,325,true,0.00197485,0,0,0,0,0,0.57182,0,9,31,4,0.652186,0,0,2.48982
COMP_0319,GROUP_0184,servicio,comercio minorista,1,comercio minorista,0.551377,días,Reserve · póliza | FX Shield | Yield · barrido,0.16057,0.475145,0.635715,3,liquidación de efectivo + retirada de efectivo,0.0931332,13325,12177,false,0.261602,0,0,0,0,0,0.000107694,0.0101728,,,,,,,0.115344
COMP_0320,GROUP_0246,producto,mayorista / distribución,1,mayorista / distribución,0.528542,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,-0.0715958,0.337253,0.265657,0,seguridad social + nóminas,0.0582081,475,426,true,0.0429987,0,0,0,0,1,0.00655394,0,25,33.5,20,0.187243,0,0,0.433931
COMP_0321,GROUP_0159,mixto,mayorista / distribución | comercio minorista | hostelería,3,mayorista / distribución,0.599234,12 meses,Reserve · póliza | Yield · barrido | FX Shield,0.0664209,0.767606,0.834027,1,liquidación TPV + cobros masivos,0.0953887,3081,2995,false,0.000875215,0,1,0,0,0,0.0952278,0.0175627,,,,,,,2.4285
COMP_0322,GROUP_0108,producto,comercio minorista,1,comercio minorista,0.75779,días,Reserve · póliza | FX Shield | Yield · barrido,-0.189749,0.528905,0.339156,3,liquidación de efectivo + retirada de efectivo,0.200488,1010,964,true,0.038937,0,0,0,0,0,0.0158077,0.0326649,0,16,76,0.677885,0,0,0.0944319
COMP_0323,GROUP_0122,servicio,hostelería | servicios profesionales,2,hostelería,0.78,6 meses,Reserve · póliza | Factoring | Yield · barrido | FX Shield,0.0963853,0.448311,0.544697,3,liquidación de efectivo + retirada de efectivo,0.0332786,522,154,true,0.567431,0,0,0,1,0,0,0.0111502,30,14,168,0.877738,0,0.0510349,0.506053
COMP_0324,GROUP_0138,servicio,comercio minorista,1,comercio minorista,0.539571,días,Reserve · póliza | FX Shield | Yield · barrido,0.119189,0.53024,0.649429,1,liquidación TPV + cobros masivos,0.166839,6300,5883,false,0.0827378,0,0,0,0,0,0.00604402,0.0144201,,,,,,,0.144374
COMP_0325,GROUP_0101,insuficiente,,0,,,,,,,,,sin cobertura,,21,21,true,0,0,0,0,0,0,0,0,,77,0,,0,1,
COMP_0326,GROUP_0018,mixto,energía,1,energía,0.78,12 meses,FX Shield | Factoring | Reserve · póliza,0.069196,0.639632,0.708828,1,liquidación TPV + cobros masivos,0.217153,4956,2751,true,0.13937,0,1,1,0,1,0.14406,0.00689454,30,38,322,0.17786,0,0.0371293,-1.20611
COMP_0327,GROUP_0130,mixto,construcción,1,construcción,0.457331,6 meses,Reserve · póliza,0.0315687,0.145195,0.176763,2,cobros,0.367855,962,64,false,0.962413,0,0,0,0,0,0,0,,,,,,,
COMP_0328,GROUP_0136,servicio,servicios profesionales,1,servicios profesionales,0.827886,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.391519,0.234597,0.626117,0,seguridad social + nóminas,0.230064,299,238,true,0.0924481,1,0,0,0,0,0.282624,0,0,0,42,0.371022,0,0.00347222,6.97128
COMP_0329,GROUP_0161,producto,comercio minorista | construcción,2,comercio minorista,0.635304,días,Reserve · póliza | Yield · barrido | FX Shield,-0.110971,0.402858,0.291887,3,liquidación de efectivo + retirada de efectivo,0.0877959,996,514,false,0.191166,0,0,0,0,0,0.000241956,0.00185646,,,,,,,2.59139
COMP_0330,GROUP_0088,mixto,holding / tesorería,1,holding / tesorería,0.876261,largo,Yield · barrido | FX Shield | Reserve · póliza,0.0315172,0.31871,0.350227,2,cobros,0.164286,255,248,true,0.000829915,0,0,0,0,0,0,0,32,26,66,0.121788,0,0,2.84457
COMP_0331,GROUP_0096,servicio,servicios profesionales,1,servicios profesionales,0.851468,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.260503,0.351289,0.611792,2,cobros,0.0509746,30,25,true,0.00118639,0,0,0,0,0,0.0989601,0,22.5,2,3,0.778402,0,0.375,230.181
COMP_0332,GROUP_0149,servicio,holding / tesorería,1,holding / tesorería,0.787148,largo,Yield · barrido | FX Shield | Reserve · póliza,0.251592,0.169619,0.421211,2,cobros,0.0444964,747,745,true,0,0,0,0,0,0,0.00112689,0,,,20,0.0854091,0,0,8.38357
COMP_0333,GROUP_0217,producto,holding / tesorería,1,holding / tesorería,0.861171,largo,Yield · barrido | FX Shield | Reserve · póliza,-0.121877,0.274444,0.152566,2,cobros,0.351613,44,44,true,0,0,0,0,0,0,0,0,,29.5,2,1,0,0,1.9835
COMP_0334,GROUP_0159,mixto,comercio minorista | hostelería,2,comercio minorista,0.647918,días,Yield · barrido | Reserve · póliza | FX Shield,-0.0103016,0.712925,0.702623,1,liquidación TPV + cobros masivos,0.20571,6400,3939,false,0.1766,0,1,0,0,0,0.128404,0.278405,,,,,,,2.50842
COMP_0335,GROUP_0214,servicio,servicios profesionales,1,servicios profesionales,0.488491,6 meses,Yield · barrido | Reserve · póliza,0.134107,0.245236,0.379343,2,cobros,0.37324,1671,798,false,0.541942,0,0,0,0,0,0,0,,,,,,,1.26747
